om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
727615,2022,07,24,2022-07-24,13:22:00,3,NY,36,0,51.0000,0,0,0,0,42.1100,-77.9900,42.1100,-77.9900,0,0,0,0,0,3,0,0,0,MG
727616,2022,07,24,2022-07-24,13:22:00,3,PA,42,0,50.0000,0,0,20000,0,41.0900,-78.8900,41.0900,-78.8900,0,0,0,0,0,65,0,0,0,EG
727617,2022,07,24,2022-07-24,13:36:00,3,NY,36,0,50.0000,0,0,1000,0,42.2004,-77.1371,42.2004,-77.1371,0,0,0,0,0,101,0,0,0,EG
727618,2022,07,24,2022-07-24,13:36:00,3,NY,36,0,50.0000,0,0,1000,0,42.1600,-77.0800,42.1600,-77.0800,0,0,0,0,0,101,0,0,0,EG
727619,2022,07,24,2022-07-24,13:36:00,3,NY,36,0,50.0000,0,0,5000,0,42.1803,-76.9958,42.1803,-76.9958,0,0,0,0,0,101,0,0,0,EG
727620,2022,07,24,2022-07-24,13:39:00,3,NY,36,0,50.0000,0,0,1000,0,42.1400,-76.9300,42.1400,-76.9300,0,0,0,0,0,15,0,0,0,EG
727621,2022,07,24,2022-07-24,13:39:00,3,NY,36,0,50.0000,0,0,3000,0,42.1900,-77.0100,42.1900,-77.0100,0,0,0,0,0,101,0,0,0,EG
727622,2022,07,24,2022-07-24,13:40:00,3,NY,36,0,50.0000,0,0,2000,0,42.1904,-77.0194,42.1904,-77.0194,0,0,0,0,0,101,0,0,0,EG
727623,2022,07,24,2022-07-24,13:43:00,3,NY,36,0,50.0000,0,0,1500,0,42.0386,-77.5399,42.0386,-77.5399,0,0,0,0,0,101,0,0,0,EG
727624,2022,07,24,2022-07-24,13:45:00,3,NY,36,0,50.0000,0,0,3000,0,42.2105,-76.9909,42.2105,-76.9909,0,0,0,0,0,101,0,0,0,EG
727625,2022,07,24,2022-07-24,13:45:00,3,NY,36,0,50.0000,0,0,2500,0,42.0434,-77.5468,42.0434,-77.5468,0,0,0,0,0,101,0,0,0,EG
727626,2022,07,24,2022-07-24,13:46:00,3,PA,42,0,52.0000,0,0,4000,0,41.2334,-78.5811,41.2334,-78.5811,0,0,0,0,0,33,0,0,0,EG
727627,2022,07,24,2022-07-24,13:47:00,3,NY,36,0,50.0000,0,0,0,0,42.1600,-76.9000,42.1600,-76.9000,0,0,0,0,0,15,0,0,0,MG
727628,2022,07,24,2022-07-24,13:49:00,3,NY,36,0,50.0000,0,0,5000,0,42.2906,-76.9595,42.2906,-76.9595,0,0,0,0,0,97,0,0,0,EG
727629,2022,07,24,2022-07-24,13:52:00,3,NY,36,0,50.0000,0,0,5000,0,42.3200,-76.7800,42.3200,-76.7800,0,0,0,0,0,97,0,0,0,EG
727630,2022,07,24,2022-07-24,13:52:00,3,NY,36,0,50.0000,0,0,5000,0,42.3106,-76.8268,42.3106,-76.8268,0,0,0,0,0,97,0,0,0,EG
727631,2022,07,24,2022-07-24,13:57:00,3,PA,42,0,52.0000,0,0,4000,0,41.3371,-78.3078,41.3371,-78.3078,0,0,0,0,0,47,0,0,0,EG
727632,2022,07,24,2022-07-24,13:58:00,3,NY,36,0,50.0000,0,0,5000,0,42.3500,-76.8500,42.3500,-76.8500,0,0,0,0,0,97,0,0,0,EG
727633,2022,07,24,2022-07-24,14:00:00,3,NY,36,0,51.0000,0,0,2000,0,42.5700,-78.2800,42.5700,-78.2800,0,0,0,0,0,121,0,0,0,EG
727634,2022,07,24,2022-07-24,14:03:00,3,NY,36,0,51.0000,0,0,750,0,42.5800,-78.2500,42.5800,-78.2500,0,0,0,0,0,121,0,0,0,EG
727635,2022,07,24,2022-07-24,14:04:00,3,SC,45,0,50.0000,0,0,0,0,32.3400,-81.0900,32.3400,-81.0900,0,0,0,0,0,53,0,0,0,EG
727636,2022,07,24,2022-07-24,14:04:00,3,SC,45,0,50.0000,0,0,0,0,32.3300,-81.0900,32.3300,-81.0900,0,0,0,0,0,53,0,0,0,EG
727637,2022,07,24,2022-07-24,14:05:00,3,NY,36,0,50.0000,0,0,2000,0,42.5105,-76.1810,42.5105,-76.1810,0,0,0,0,0,23,0,0,0,EG
727638,2022,07,24,2022-07-24,14:10:00,3,PA,42,0,50.0000,0,0,10000,0,41.4400,-79.9600,41.4400,-79.9600,0,0,0,0,0,121,0,0,0,EG
727639,2022,07,24,2022-07-24,14:10:00,3,NY,36,0,50.0000,0,0,6000,0,42.3700,-76.5800,42.3700,-76.5800,0,0,0,0,0,109,0,0,0,EG
727640,2022,07,24,2022-07-24,14:10:00,3,NY,36,0,50.0000,0,0,5000,0,42.3692,-76.5796,42.3692,-76.5796,0,0,0,0,0,109,0,0,0,EG
727641,2022,07,24,2022-07-24,14:13:00,3,PA,42,0,52.0000,0,0,12000,0,41.7500,-77.3000,41.7500,-77.3000,0,0,0,0,0,117,0,0,0,EG
727642,2022,07,24,2022-07-24,14:15:00,3,NY,36,0,50.0000,0,0,2000,0,42.3500,-76.4800,42.3500,-76.4800,0,0,0,0,0,109,0,0,0,EG
727643,2022,07,24,2022-07-24,14:19:00,3,PA,42,0,52.0000,0,0,9000,0,41.4900,-77.5100,41.4900,-77.5100,0,0,0,0,0,81,0,0,0,EG
727644,2022,07,24,2022-07-24,14:19:00,3,PA,42,0,52.0000,0,0,12000,0,41.7700,-77.2400,41.7700,-77.2400,0,0,0,0,0,117,0,0,0,EG
727645,2022,07,24,2022-07-24,14:20:00,3,PA,42,0,50.0000,0,0,10000,0,41.4400,-79.8100,41.4400,-79.8100,0,0,0,0,0,121,0,0,0,EG
727646,2022,07,24,2022-07-24,14:21:00,3,PA,42,0,52.0000,0,0,3000,0,41.6800,-77.0600,41.6800,-77.0600,0,0,0,0,0,117,0,0,0,EG
727647,2022,07,24,2022-07-24,14:26:00,3,GA,13,0,40.0000,0,0,1000,0,32.3000,-81.9400,32.3000,-81.9400,0,0,0,0,0,31,0,0,0,EG
727648,2022,07,24,2022-07-24,14:27:00,3,SC,45,0,70.0000,0,0,30000,0,34.7690,-81.7290,34.7690,-81.7290,0,0,0,0,0,87,0,0,0,EG
727649,2022,07,24,2022-07-24,14:28:00,3,NY,36,0,50.0000,0,0,1000,0,42.4000,-76.3500,42.4000,-76.3500,0,0,0,0,0,109,0,0,0,EG
727650,2022,07,24,2022-07-24,14:30:00,3,NC,37,0,50.0000,0,0,0,0,35.8023,-80.3865,35.8023,-80.3865,0,0,0,0,0,57,0,0,0,EG
727651,2022,07,24,2022-07-24,14:35:00,3,PA,42,0,50.0000,0,0,20000,0,41.5100,-79.7800,41.5100,-79.7800,0,0,0,0,0,121,0,0,0,EG
727652,2022,07,24,2022-07-24,14:38:00,3,NY,36,0,50.0000,0,0,1000,0,42.2994,-75.9882,42.2994,-75.9882,0,0,0,0,0,7,0,0,0,EG
727653,2022,07,24,2022-07-24,14:38:00,3,NY,36,0,50.0000,0,0,5000,0,42.3820,-75.9645,42.3820,-75.9645,0,0,0,0,0,7,0,0,0,EG
727654,2022,07,24,2022-07-24,14:40:00,3,NC,37,0,50.0000,0,0,5000,0,35.8301,-80.2488,35.8301,-80.2488,0,0,0,0,0,57,0,0,0,EG
727655,2022,07,24,2022-07-24,14:40:00,3,PA,42,0,52.0000,0,0,9000,0,41.2600,-77.2700,41.2600,-77.2700,0,0,0,0,0,81,0,0,0,EG
727656,2022,07,24,2022-07-24,14:41:00,3,NY,36,0,50.0000,0,0,5000,0,42.4200,-76.1200,42.4200,-76.1200,0,0,0,0,0,23,0,0,0,EG
727657,2022,07,24,2022-07-24,14:45:00,3,NY,36,0,50.0000,0,0,2500,0,42.4453,-75.9018,42.4453,-75.9018,0,0,0,0,0,23,0,0,0,EG
727658,2022,07,24,2022-07-24,14:45:00,3,NY,36,0,50.0000,0,0,2500,0,42.4700,-75.9000,42.4700,-75.9000,0,0,0,0,0,23,0,0,0,EG
727659,2022,07,24,2022-07-24,14:46:00,3,NY,36,0,50.0000,0,0,2200,0,42.4082,-75.8758,42.4082,-75.8758,0,0,0,0,0,7,0,0,0,EG
727660,2022,07,24,2022-07-24,14:50:00,3,NY,36,0,50.0000,0,0,2500,0,42.4000,-75.8100,42.4000,-75.8100,0,0,0,0,0,17,0,0,0,EG
727661,2022,07,24,2022-07-24,14:51:00,3,PA,42,0,50.0000,0,0,1000,0,41.8614,-76.7755,41.8614,-76.7755,0,0,0,0,0,15,0,0,0,EG
727662,2022,07,24,2022-07-24,14:53:00,3,SC,45,0,50.0000,0,0,0,0,33.6721,-80.8953,33.6721,-80.8953,0,0,0,0,0,17,0,0,0,EG
727663,2022,07,24,2022-07-24,14:58:00,3,PA,42,0,52.0000,0,0,4000,0,41.2573,-77.0595,41.2573,-77.0595,0,0,0,0,0,81,0,0,0,EG
727664,2022,07,24,2022-07-24,14:59:00,3,PA,42,0,50.0000,0,0,1000,0,41.7000,-76.5500,41.7000,-76.5500,0,0,0,0,0,15,0,0,0,EG
727665,2022,07,24,2022-07-24,15:00:00,3,NC,37,0,50.0000,0,0,0,0,35.7898,-78.6095,35.7898,-78.6095,0,0,0,0,0,183,0,0,0,EG
727666,2022,07,24,2022-07-24,15:01:00,3,PA,42,0,50.0000,0,0,2500,0,41.7800,-76.6100,41.7800,-76.6100,0,0,0,0,0,15,0,0,0,EG
727667,2022,07,24,2022-07-24,15:04:00,3,SC,45,0,50.0000,0,0,0,0,33.7792,-80.9673,33.7792,-80.9673,0,0,0,0,0,17,0,0,0,EG
727668,2022,07,24,2022-07-24,15:06:00,3,NY,36,0,50.0000,0,0,10000,0,42.5100,-75.5200,42.5100,-75.5200,0,0,0,0,0,17,0,0,0,EG
727669,2022,07,24,2022-07-24,15:07:00,3,PA,42,0,50.0000,0,0,5000,0,41.8500,-76.5000,41.8500,-76.5000,0,0,0,0,0,15,0,0,0,EG
727670,2022,07,24,2022-07-24,15:07:00,3,NC,37,0,50.0000,0,0,0,0,35.7595,-79.1212,35.7595,-79.1212,0,0,0,0,0,37,0,0,0,EG
727671,2022,07,24,2022-07-24,15:09:00,3,PA,42,0,52.0000,0,0,1000,0,41.7917,-78.2240,41.7917,-78.2240,0,0,0,0,0,83,0,0,0,EG
727672,2022,07,24,2022-07-24,15:10:00,3,NY,36,0,50.0000,0,0,5000,0,42.4400,-75.6000,42.4400,-75.6000,0,0,0,0,0,17,0,0,0,EG
727673,2022,07,24,2022-07-24,15:14:00,3,PA,42,0,50.0000,1,0,1000,0,41.7700,-76.4500,41.7700,-76.4500,0,0,0,0,0,15,0,0,0,EG
727674,2022,07,24,2022-07-24,15:14:00,3,PA,42,0,50.0000,0,0,1000,0,41.7143,-76.4739,41.7143,-76.4739,0,0,0,0,0,15,0,0,0,EG
727675,2022,07,24,2022-07-24,15:14:00,3,PA,42,0,50.0000,0,0,2000,0,41.9500,-76.5200,41.9500,-76.5200,0,0,0,0,0,15,0,0,0,EG
727676,2022,07,24,2022-07-24,15:15:00,3,NY,36,0,50.0000,0,0,5000,0,42.5200,-75.5100,42.5200,-75.5100,0,0,0,0,0,17,0,0,0,EG
727677,2022,07,24,2022-07-24,15:22:00,3,IN,18,0,50.0000,0,0,10000,0,39.6400,-86.8400,39.6400,-86.8400,0,0,0,0,0,133,0,0,0,EG
727678,2022,07,24,2022-07-24,15:25:00,3,PA,42,0,50.0000,0,0,5000,0,41.8000,-76.2500,41.8000,-76.2500,0,0,0,0,0,15,0,0,0,EG
727679,2022,07,24,2022-07-24,15:25:00,3,PA,42,0,52.0000,0,0,4000,0,41.3543,-76.6047,41.3543,-76.6047,0,0,0,0,0,113,0,0,0,EG
727680,2022,07,24,2022-07-24,15:25:00,3,SC,45,0,50.0000,0,0,0,0,34.0302,-81.4121,34.0302,-81.4121,0,0,0,0,0,63,0,0,0,EG
727681,2022,07,24,2022-07-24,15:26:00,3,PA,42,0,50.0000,0,0,10000,0,41.5000,-79.0300,41.5000,-79.0300,0,0,0,0,0,53,0,0,0,EG
727682,2022,07,24,2022-07-24,15:28:00,3,SC,45,0,60.0000,0,0,0,0,33.9488,-81.4572,33.9488,-81.4572,0,0,0,0,0,63,0,0,0,EG
727683,2022,07,24,2022-07-24,15:35:00,3,NY,36,0,50.0000,0,0,1000,0,42.3100,-75.4000,42.3100,-75.4000,0,0,0,0,0,25,0,0,0,EG
727684,2022,07,24,2022-07-24,15:40:00,3,PA,42,0,52.0000,0,0,3000,0,41.3062,-76.4081,41.3062,-76.4081,0,0,0,0,0,37,0,0,0,EG
727685,2022,07,24,2022-07-24,15:43:00,3,NY,36,0,50.0000,0,0,5000,0,42.4968,-75.1261,42.4968,-75.1261,0,0,0,0,0,77,0,0,0,EG
727686,2022,07,24,2022-07-24,15:43:00,3,PA,42,0,50.0000,0,0,2500,0,41.8842,-75.9592,41.8842,-75.9592,0,0,0,0,0,115,0,0,0,EG
727687,2022,07,24,2022-07-24,15:45:00,3,AZ,04,0,52.0000,0,0,2000,0,32.3932,-110.9657,32.3932,-110.9657,0,0,0,0,0,19,0,0,0,EG
727688,2022,07,24,2022-07-24,15:46:00,3,NY,36,0,50.0000,0,0,1000,0,42.4548,-75.0698,42.4548,-75.0698,0,0,0,0,0,77,0,0,0,EG
727689,2022,07,24,2022-07-24,15:48:00,3,NY,36,0,50.0000,0,0,0,0,42.7900,-74.6200,42.7900,-74.6200,0,0,0,0,0,95,0,0,0,EG
727690,2022,07,24,2022-07-24,15:50:00,3,PA,42,0,52.0000,0,0,3000,0,41.1739,-76.4702,41.1739,-76.4702,0,0,0,0,0,37,0,0,0,EG
727691,2022,07,24,2022-07-24,15:51:00,3,NY,36,0,50.0000,0,0,2500,0,42.4500,-74.9000,42.4500,-74.9000,0,0,0,0,0,25,0,0,0,EG
727692,2022,07,24,2022-07-24,15:51:00,3,PA,42,0,50.0000,0,0,3000,0,41.5200,-76.0300,41.5200,-76.0300,0,0,0,0,0,131,0,0,0,EG
727693,2022,07,24,2022-07-24,15:53:00,3,NY,36,0,50.0000,0,0,1000,0,42.4700,-74.8500,42.4700,-74.8500,0,0,0,0,0,25,0,0,0,EG
727694,2022,07,24,2022-07-24,15:59:00,3,SC,45,0,50.0000,0,0,0,0,33.9170,-81.0987,33.9316,-81.1052,0,0,0,0,0,63,0,0,0,EG
727695,2022,07,24,2022-07-24,16:03:00,3,PA,42,0,50.0000,0,0,3000,0,41.6300,-75.8600,41.6300,-75.8600,0,0,0,0,0,131,0,0,0,EG
727696,2022,07,24,2022-07-24,16:04:00,3,NY,36,0,51.0000,0,0,1000,0,42.4100,-79.2400,42.4100,-79.2400,0,0,0,0,0,13,0,0,0,EG
727697,2022,07,24,2022-07-24,16:05:00,3,PA,42,0,50.0000,0,0,250,0,41.3700,-76.0600,41.3700,-76.0600,0,0,0,0,0,79,0,0,0,EG
727698,2022,07,24,2022-07-24,16:07:00,3,NY,36,0,50.0000,0,0,2000,0,42.4513,-74.7684,42.4513,-74.7684,0,0,0,0,0,25,0,0,0,EG
727699,2022,07,24,2022-07-24,16:09:00,3,PA,42,0,50.0000,0,0,2500,0,41.7535,-75.6132,41.7535,-75.6132,0,0,0,0,0,115,0,0,0,EG
727700,2022,07,24,2022-07-24,16:14:00,3,WY,56,0,64.0000,0,0,0,0,42.8200,-108.7300,42.8200,-108.7300,0,0,0,0,0,13,0,0,0,MG
727701,2022,07,24,2022-07-24,16:15:00,3,NY,36,0,50.0000,0,0,0,0,42.7600,-74.4500,42.7600,-74.4500,0,0,0,0,0,95,0,0,0,EG
727702,2022,07,24,2022-07-24,16:15:00,3,NY,36,0,50.0000,0,0,5000,0,42.0200,-75.6100,42.0200,-75.6100,0,0,0,0,0,7,0,0,0,EG
727703,2022,07,24,2022-07-24,16:19:00,3,NY,36,0,50.0000,0,0,0,0,42.6800,-74.4900,42.6800,-74.4900,0,0,0,0,0,95,0,0,0,EG
727704,2022,07,24,2022-07-24,16:20:00,3,PA,42,0,50.0000,0,0,2500,0,41.4698,-75.8660,41.4698,-75.8660,0,0,0,0,0,131,0,0,0,EG
727705,2022,07,24,2022-07-24,16:20:00,3,NY,36,0,50.0000,0,0,2000,0,42.0304,-75.5302,42.0304,-75.5302,0,0,0,0,0,7,0,0,0,EG
727706,2022,07,24,2022-07-24,16:20:00,3,NY,36,0,50.0000,0,0,2000,0,42.4100,-74.6300,42.4100,-74.6300,0,0,0,0,0,25,0,0,0,EG
727707,2022,07,24,2022-07-24,16:23:00,3,NY,36,0,50.0000,0,0,0,0,42.6800,-74.3400,42.6800,-74.3400,0,0,0,0,0,95,0,0,0,EG
727708,2022,07,24,2022-07-24,16:24:00,3,SC,45,0,50.0000,0,0,0,0,34.0633,-81.0477,34.0633,-81.0477,0,0,0,0,0,79,0,0,0,EG
727709,2022,07,24,2022-07-24,16:25:00,3,AL,01,0,39.0000,0,0,1000,0,34.7543,-87.9781,34.7543,-87.9781,0,0,0,0,0,33,0,0,0,EG
727710,2022,07,24,2022-07-24,16:25:00,3,PA,42,0,50.0000,0,0,2500,0,41.2800,-75.8800,41.2800,-75.8800,0,0,0,0,0,79,0,0,0,EG
727711,2022,07,24,2022-07-24,16:25:00,3,PA,42,0,50.0000,0,0,250,0,41.3300,-75.8000,41.3300,-75.8000,0,0,0,0,0,79,0,0,0,EG
727712,2022,07,24,2022-07-24,16:26:00,3,NC,37,0,50.0000,0,0,5000,0,35.3710,-79.2315,35.3710,-79.2315,0,0,0,0,0,105,0,0,0,EG
727713,2022,07,24,2022-07-24,16:27:00,3,NY,36,0,50.0000,0,0,0,0,42.3969,-74.4462,42.3969,-74.4462,0,0,0,0,0,95,0,0,0,EG
727714,2022,07,24,2022-07-24,16:28:00,3,PA,42,0,50.0000,0,0,1000,0,41.3800,-75.7500,41.3800,-75.7500,0,0,0,0,0,69,0,0,0,EG
727715,2022,07,24,2022-07-24,16:28:00,3,PA,42,0,50.0000,0,0,3000,0,41.2600,-75.8600,41.2600,-75.8600,0,0,0,0,0,79,0,0,0,EG
727716,2022,07,24,2022-07-24,16:28:00,3,NY,36,0,50.0000,0,0,0,0,42.3900,-74.3800,42.3900,-74.3800,0,0,0,0,0,95,0,0,0,EG
727717,2022,07,24,2022-07-24,16:30:00,3,NY,36,0,50.0000,0,0,0,0,42.9100,-73.9000,42.9100,-73.9000,0,0,0,0,0,91,0,0,0,EG
727718,2022,07,24,2022-07-24,16:30:00,3,ME,23,0,52.0000,0,0,0,0,46.9700,-68.8800,46.9700,-68.8800,0,0,0,0,0,3,0,0,0,EG
727719,2022,07,24,2022-07-24,16:31:00,3,PA,42,0,50.0000,0,0,500,0,41.4500,-75.6600,41.4500,-75.6600,0,0,0,0,0,69,0,0,0,EG
727720,2022,07,24,2022-07-24,16:33:00,3,NY,36,0,50.0000,0,0,2500,0,41.9600,-75.2800,41.9600,-75.2800,0,0,0,0,0,25,0,0,0,EG
727721,2022,07,24,2022-07-24,16:37:00,3,NY,36,0,51.0000,0,0,10000,0,42.5700,-78.3400,42.5700,-78.3400,0,0,0,0,0,121,0,0,0,EG
727722,2022,07,24,2022-07-24,16:43:00,3,NY,36,0,51.0000,0,0,1000,0,42.1600,-79.1000,42.1600,-79.1000,0,0,0,0,0,13,0,0,0,EG
727723,2022,07,24,2022-07-24,16:43:00,3,NY,36,0,51.0000,0,0,1000,0,42.2200,-79.1100,42.2200,-79.1100,0,0,0,0,0,13,0,0,0,EG
727724,2022,07,24,2022-07-24,16:43:00,3,ME,23,0,52.0000,0,0,0,0,47.0000,-68.6300,47.0000,-68.6300,0,0,0,0,0,3,0,0,0,EG
727725,2022,07,24,2022-07-24,16:43:00,3,ME,23,0,52.0000,0,0,0,0,46.9900,-68.6300,46.9900,-68.6300,0,0,0,0,0,3,0,0,0,EG
727726,2022,07,24,2022-07-24,16:45:00,3,ME,23,0,78.0000,0,0,0,0,46.9700,-68.5600,46.9700,-68.5600,0,0,0,0,0,3,0,0,0,EG
727727,2022,07,24,2022-07-24,16:45:00,3,IL,17,0,61.0000,0,0,25000,0,38.6270,-88.7951,38.6132,-88.7839,0,0,0,0,0,121,0,0,0,EG
727728,2022,07,24,2022-07-24,16:46:00,3,NY,36,0,51.0000,0,0,1000,0,42.3900,-78.7500,42.3900,-78.7500,0,0,0,0,0,9,0,0,0,EG
727729,2022,07,24,2022-07-24,16:47:00,3,PA,42,0,50.0000,0,0,3000,0,41.5600,-75.2500,41.5600,-75.2500,0,0,0,0,0,127,0,0,0,EG
727730,2022,07,24,2022-07-24,16:47:00,3,PA,42,0,50.0000,0,0,1500,0,41.4500,-75.3800,41.4500,-75.3800,0,0,0,0,0,127,0,0,0,EG
727731,2022,07,24,2022-07-24,16:47:00,3,PA,42,0,50.0000,0,0,1500,0,41.4600,-75.3800,41.4600,-75.3800,0,0,0,0,0,127,0,0,0,EG
727732,2022,07,24,2022-07-24,16:49:00,3,NY,36,0,51.0000,0,0,10000,0,42.1600,-78.9800,42.1600,-78.9800,0,0,0,0,0,9,0,0,0,EG
727733,2022,07,24,2022-07-24,16:55:00,3,NY,36,0,50.0000,0,0,0,0,42.7200,-74.1600,42.7200,-74.1600,0,0,0,0,0,1,0,0,0,EG
727734,2022,07,24,2022-07-24,16:57:00,3,NY,36,0,51.0000,0,0,2000,0,42.5500,-78.3000,42.5500,-78.3000,0,0,0,0,0,121,0,0,0,EG
727735,2022,07,24,2022-07-24,16:57:00,3,NY,36,0,51.0000,0,0,2000,0,42.3600,-79.0500,42.3600,-79.0500,0,0,0,0,0,9,0,0,0,EG
727736,2022,07,24,2022-07-24,16:57:00,3,NY,36,0,50.0000,0,0,0,0,42.5463,-74.0337,42.5463,-74.0337,0,0,0,0,0,1,0,0,0,EG
727737,2022,07,24,2022-07-24,17:00:00,3,PA,42,0,50.0000,0,0,10000,0,40.8800,-80.3600,40.8800,-80.3600,0,0,0,0,0,73,0,0,0,EG
727738,2022,07,24,2022-07-24,17:00:00,3,NY,36,0,50.0000,0,0,5000,0,41.7600,-75.0300,41.7600,-75.0300,0,0,0,0,0,105,0,0,0,EG
727739,2022,07,24,2022-07-24,17:02:00,3,GA,13,0,50.0000,0,0,0,0,31.1300,-83.6100,31.1300,-83.6100,0,0,0,0,0,71,0,0,0,EG
727740,2022,07,24,2022-07-24,17:06:00,3,PA,42,0,50.0000,0,0,2500,0,41.4600,-75.1900,41.4600,-75.1900,0,0,0,0,0,127,0,0,0,EG
727741,2022,07,24,2022-07-24,17:07:00,3,PA,42,0,50.0000,0,0,25000,0,41.4300,-79.7000,41.4300,-79.7000,0,0,0,0,0,121,0,0,0,EG
727742,2022,07,24,2022-07-24,17:09:00,3,ME,23,0,52.0000,0,0,0,0,47.0400,-68.3800,47.0400,-68.3800,0,0,0,0,0,3,0,0,0,EG
727743,2022,07,24,2022-07-24,17:10:00,3,NY,36,0,50.0000,0,0,0,0,42.6749,-73.8183,42.6749,-73.8183,0,0,0,0,0,1,0,0,0,EG
727744,2022,07,24,2022-07-24,17:10:00,3,PA,42,0,50.0000,0,0,10000,0,41.0000,-80.3500,41.0000,-80.3500,0,0,0,0,0,73,0,0,0,EG
727745,2022,07,24,2022-07-24,17:12:00,3,PA,42,0,50.0000,0,0,10000,0,41.3500,-79.7200,41.3500,-79.7200,0,0,0,0,0,121,0,0,0,EG
727746,2022,07,24,2022-07-24,17:20:00,3,PA,42,0,50.0000,0,0,10000,0,41.0700,-80.0600,41.0700,-80.0600,0,0,0,0,0,19,0,0,0,EG
727747,2022,07,24,2022-07-24,17:20:00,3,NY,36,0,51.0000,0,0,2000,0,42.1000,-79.2400,42.1000,-79.2400,0,0,0,0,0,13,0,0,0,EG
727748,2022,07,24,2022-07-24,17:23:00,3,NY,36,0,50.0000,0,0,2500,0,41.6676,-74.7279,41.6676,-74.7279,0,0,0,0,0,105,0,0,0,EG
727749,2022,07,24,2022-07-24,17:25:00,3,IN,18,0,50.0000,0,0,20000,0,38.8119,-87.2523,38.8119,-87.2523,0,0,0,0,0,83,0,0,0,EG
727750,2022,07,24,2022-07-24,17:25:00,3,NY,36,0,50.0000,0,0,3000,0,41.4371,-74.8412,41.4371,-74.8412,0,0,0,0,0,105,0,0,0,EG
727751,2022,07,24,2022-07-24,17:28:00,3,NY,36,0,50.0000,0,0,3000,0,41.6475,-74.6508,41.6475,-74.6508,0,0,0,0,0,105,0,0,0,EG
727752,2022,07,24,2022-07-24,17:28:00,3,NY,36,0,50.0000,0,0,1000,0,42.1600,-74.5300,42.1600,-74.5300,0,0,0,0,0,25,0,0,0,EG
727753,2022,07,24,2022-07-24,17:34:00,3,NY,36,0,50.0000,0,0,0,0,41.7200,-74.5200,41.7200,-74.5200,0,0,0,0,0,111,0,0,0,EG
727754,2022,07,24,2022-07-24,17:38:00,3,IL,17,0,52.0000,0,0,0,0,38.7700,-87.6000,38.7700,-87.6000,0,0,0,0,0,101,0,0,0,MG
727755,2022,07,24,2022-07-24,17:41:00,3,PA,42,0,50.0000,0,0,5000,0,41.1600,-75.0200,41.1600,-75.0200,0,0,0,0,0,103,0,0,0,EG
727756,2022,07,24,2022-07-24,17:42:00,3,NY,36,0,50.0000,0,0,0,0,41.9300,-74.2300,41.9300,-74.2300,0,0,0,0,0,111,0,0,0,EG
727757,2022,07,24,2022-07-24,17:44:00,3,NY,36,0,50.0000,0,0,0,0,41.8100,-74.3300,41.8100,-74.3300,0,0,0,0,0,111,0,0,0,EG
727758,2022,07,24,2022-07-24,17:46:00,3,NY,36,0,50.0000,0,0,0,0,41.7700,-74.3100,41.7700,-74.3100,0,0,0,0,0,111,0,0,0,EG
727759,2022,07,24,2022-07-24,17:48:00,3,NY,36,0,50.0000,0,0,0,0,42.4800,-73.3800,42.4800,-73.3800,0,0,0,0,0,21,0,0,0,EG
727760,2022,07,24,2022-07-24,17:48:00,3,NY,36,0,50.0000,0,0,0,0,42.5400,-73.3600,42.5400,-73.3600,0,0,0,0,0,83,0,0,0,EG
727761,2022,07,24,2022-07-24,17:54:00,3,NY,36,0,50.0000,0,0,0,0,41.9400,-74.1700,41.9400,-74.1700,0,0,0,0,0,111,0,0,0,EG
727762,2022,07,24,2022-07-24,17:56:00,3,PA,42,0,50.0000,0,0,25000,0,40.9400,-79.9600,40.9400,-79.9600,0,0,0,0,0,19,0,0,0,EG
727763,2022,07,24,2022-07-24,17:58:00,3,NY,36,0,50.0000,0,0,0,0,41.8300,-74.1100,41.8300,-74.1100,0,0,0,0,0,111,0,0,0,EG
727764,2022,07,24,2022-07-24,17:58:00,3,NY,36,0,50.0000,0,0,0,0,41.6000,-74.3500,41.6000,-74.3500,0,0,0,0,0,111,0,0,0,EG
727765,2022,07,24,2022-07-24,18:00:00,3,MA,25,0,50.0000,0,0,0,0,42.5100,-73.2500,42.5100,-73.2500,0,0,0,0,0,3,0,0,0,EG
727766,2022,07,24,2022-07-24,18:00:00,3,NY,36,0,50.0000,0,0,0,0,42.0000,-74.1100,42.0000,-74.1100,0,0,0,0,0,111,0,0,0,EG
727767,2022,07,24,2022-07-24,18:00:00,3,AZ,04,0,51.0000,0,0,500,0,32.8821,-109.3096,33.0554,-109.2970,0,0,0,0,0,11,0,0,0,MG
727768,2022,07,24,2022-07-24,18:02:00,3,MA,25,0,50.0000,0,0,0,0,42.5100,-73.2300,42.5100,-73.2300,0,0,0,0,0,3,0,0,0,EG
727769,2022,07,24,2022-07-24,18:02:00,3,MA,25,0,50.0000,0,0,0,0,42.3300,-73.2800,42.3300,-73.2800,0,0,0,0,0,3,0,0,0,EG
727770,2022,07,24,2022-07-24,18:02:00,3,NY,36,0,50.0000,0,0,0,0,41.9100,-74.0300,41.9100,-74.0300,0,0,0,0,0,111,0,0,0,EG
