om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
621574,2022,05,20,2022-05-20,13:35:00,3,MI,26,0,3,44,2,50175000,0,44.9743,-84.8794,45.0555,-84.5408,17.5400,200,1,1,1,9,137,0,0,0
621575,2022,05,20,2022-05-20,15:09:00,3,NJ,34,0,0,0,0,0,0,40.4150,-74.2110,40.4190,-74.1960,0.8400,225,1,1,1,25,0,0,0,0
621576,2022,05,21,2022-05-21,13:40:00,3,IN,18,0,0,0,0,30000,0,39.2795,-86.1359,39.2803,-86.1303,0.3000,25,1,1,1,13,0,0,0,0
621577,2022,05,21,2022-05-21,13:45:00,3,AR,05,0,0,0,0,0,0,35.9100,-93.3800,35.9247,-93.3758,1.0400,100,1,1,1,101,0,0,0,0
621578,2022,05,21,2022-05-21,13:48:00,3,IN,18,0,0,0,0,40000,0,39.3524,-86.0329,39.3530,-86.0313,0.1000,25,1,1,1,81,0,0,0,0
621579,2022,05,21,2022-05-21,13:57:00,3,IN,18,0,1,0,0,150000,0,39.3880,-85.9510,39.4500,-85.7050,14.6000,100,1,1,1,145,0,0,0,0
621580,2022,05,21,2022-05-21,13:58:00,3,IN,18,0,1,0,0,20000,0,39.3750,-85.9070,39.3750,-85.9030,0.2300,25,1,1,1,145,0,0,0,0
621581,2022,05,21,2022-05-21,18:00:00,3,AR,05,0,-9,0,0,0,0,34.4608,-93.2497,34.4620,-93.2486,0.1000,50,1,1,1,51,0,0,0,0
621582,2022,05,21,2022-05-21,23:12:00,3,LA,22,0,1,0,0,50000,0,32.9084,-93.9310,32.9179,-93.9070,1.5700,200,1,1,1,17,0,0,0,0
621583,2022,05,23,2022-05-23,11:36:00,3,NC,37,0,1,0,0,30000,0,35.2460,-80.7140,35.3460,-80.5930,9.7600,100,1,1,1,119,25,0,0,0
621584,2022,05,23,2022-05-23,14:07:00,3,NC,37,0,0,0,0,150000,0,36.0455,-78.8639,36.0274,-78.8797,1.5300,100,1,1,1,63,0,0,0,0
621585,2022,05,23,2022-05-23,16:35:00,3,SC,45,0,0,0,0,0,0,34.5720,-80.9830,34.5780,-80.9800,0.4500,25,1,1,1,23,0,0,0,0
621586,2022,05,23,2022-05-23,17:09:00,3,SC,45,0,1,0,0,40000,0,35.0720,-81.9450,35.1200,-81.8730,5.2500,200,1,1,1,83,0,0,0,0
621587,2022,05,23,2022-05-23,17:50:00,3,TX,48,0,-9,0,0,0,0,33.8136,-102.8465,33.8143,-102.8292,0.9900,50,1,1,1,79,0,0,0,0
621588,2022,05,23,2022-05-23,18:03:00,3,TX,48,0,2,0,0,0,0,33.8093,-102.7860,33.8342,-102.7815,2.8500,1400,1,1,1,79,17,0,0,0
621589,2022,05,23,2022-05-23,18:13:00,3,TX,48,0,-9,0,0,0,0,33.8213,-102.7178,33.8350,-102.7157,0.6800,50,1,1,1,79,17,0,0,0
621590,2022,05,23,2022-05-23,18:40:00,3,TX,48,0,-9,0,0,0,0,33.7937,-102.6694,33.7880,-102.6433,1.5500,50,1,1,1,79,0,0,0,0
621591,2022,05,23,2022-05-23,19:06:00,3,TX,48,0,0,0,0,0,0,33.7802,-102.5942,33.7821,-102.5608,1.9200,200,1,1,1,219,0,0,0,0
621592,2022,05,23,2022-05-23,19:14:00,3,TX,48,0,-9,0,0,5000,0,33.6874,-102.6876,33.6870,-102.6853,0.1400,50,1,1,1,79,0,0,0,0
621593,2022,05,23,2022-05-23,19:28:00,3,TX,48,0,-9,0,0,0,0,33.6627,-102.5785,33.6524,-102.5644,1.0800,50,1,1,1,219,0,0,0,0
621594,2022,05,23,2022-05-23,19:37:00,3,TX,48,0,-9,0,0,0,0,33.6640,-102.5559,33.6636,-102.5482,0.4400,50,1,1,1,219,0,0,0,0
621595,2022,05,23,2022-05-23,19:40:00,3,TX,48,0,2,0,0,0,0,33.6266,-102.5438,33.6829,-102.4312,7.5500,1420,1,1,1,219,0,0,0,0
621596,2022,05,24,2022-05-24,14:52:00,3,TX,48,0,1,0,0,5000000,0,33.6786,-95.2362,33.7690,-95.1662,7.3700,100,1,1,1,387,0,0,0,0
621597,2022,05,24,2022-05-24,17:00:00,3,TX,48,0,2,0,0,83000,0,31.8880,-101.6880,31.7880,-101.5390,11.1500,200,1,1,1,173,0,0,0,0
621598,2022,05,25,2022-05-25,04:11:00,3,FL,12,0,1,0,0,0,0,30.5114,-87.2238,30.5171,-87.2268,0.4300,50,1,1,1,33,0,0,0,0
621599,2022,05,25,2022-05-25,04:21:00,3,TX,48,0,1,0,0,100000,0,29.9762,-93.9766,29.9711,-93.9602,1.0400,50,1,1,1,245,0,0,0,0
621600,2022,05,25,2022-05-25,09:28:00,3,AL,01,0,0,0,0,0,0,34.3197,-86.0390,34.3238,-86.0390,0.2600,65,1,1,1,49,0,0,0,0
621601,2022,05,25,2022-05-25,11:53:00,3,MS,28,0,0,0,0,50000,0,32.7277,-89.5625,32.7551,-89.5341,2.5100,150,1,1,1,79,0,0,0,0
621602,2022,05,25,2022-05-25,12:16:00,3,MS,28,0,0,0,0,10000,0,32.8835,-89.2879,32.9072,-89.2592,2.3400,100,1,1,1,99,0,0,0,0
621603,2022,05,25,2022-05-25,14:06:00,3,IL,17,0,1,0,0,0,0,42.2300,-89.5840,42.2540,-89.5690,1.8300,30,1,1,1,177,0,0,0,0
621604,2022,05,25,2022-05-25,17:45:00,3,WI,55,0,0,0,0,40000,0,42.5392,-89.1377,42.5830,-89.1041,3.4800,50,1,1,1,105,0,0,0,0
621605,2022,05,26,2022-05-26,05:15:00,3,SC,45,0,0,0,0,0,0,32.7702,-80.6740,32.7802,-80.6739,0.6900,75,1,1,1,29,0,0,0,0
621606,2022,05,26,2022-05-26,12:25:00,3,AL,01,0,1,0,0,15000,0,34.3948,-86.7938,34.4029,-86.7864,0.7000,65,1,1,1,103,0,0,0,0
621607,2022,05,26,2022-05-26,13:20:00,3,IL,17,0,-9,0,0,0,0,42.1709,-89.6011,42.1702,-89.6024,0.1000,20,1,1,1,141,0,0,0,0
621608,2022,05,26,2022-05-26,14:13:00,3,NC,37,0,0,0,0,0,0,35.3080,-81.6450,35.3110,-81.6430,0.2400,25,1,1,1,45,0,0,0,0
621609,2022,05,26,2022-05-26,14:23:00,3,NC,37,0,0,0,0,0,0,35.3770,-81.6360,35.3770,-81.6360,0.0100,25,1,1,1,45,0,0,0,0
621610,2022,05,26,2022-05-26,16:59:00,3,NC,37,0,2,1,0,30000,0,35.9510,-80.9460,36.0250,-80.8910,5.9700,150,1,1,1,97,0,0,0,0
621611,2022,05,26,2022-05-26,17:13:00,3,NC,37,0,1,0,0,15000,0,36.0700,-80.8700,36.0900,-80.8500,1.5000,100,1,1,1,197,0,0,0,0
621612,2022,05,26,2022-05-26,17:33:00,3,IN,18,0,-9,0,0,0,0,40.1045,-87.0659,40.1087,-87.0640,0.1500,10,1,1,1,107,0,0,0,0
621613,2022,05,26,2022-05-26,17:50:00,3,KY,21,0,1,0,0,20000,0,38.5329,-82.9948,38.5445,-82.9913,0.8200,60,1,1,1,89,0,0,0,0
621614,2022,05,26,2022-05-26,19:03:00,3,NC,37,0,1,0,0,11000,0,36.3000,-80.5900,36.3300,-80.5600,2.8000,100,1,1,1,171,0,0,0,0
621615,2022,05,27,2022-05-27,05:24:00,3,VA,51,0,2,3,0,925000,0,37.3776,-79.3655,37.4600,-79.3200,6.3000,330,1,1,1,19,0,0,0,0
621616,2022,05,27,2022-05-27,07:00:00,3,VA,51,0,1,0,0,50000,0,36.9987,-78.7104,37.0000,-78.7100,0.0600,60,1,1,1,37,0,0,0,0
621617,2022,05,27,2022-05-27,09:45:00,3,PA,42,0,0,0,0,70000,0,39.8524,-77.6368,39.8561,-77.6350,0.2700,185,1,1,1,55,0,0,0,0
621618,2022,05,27,2022-05-27,10:22:00,3,MD,24,0,0,0,0,200000,0,39.1589,-77.0719,39.1615,-77.0698,0.2100,125,1,1,1,31,0,0,0,0
621619,2022,05,27,2022-05-27,10:42:00,3,PA,42,0,0,0,0,4000,0,40.2675,-77.2428,40.2683,-77.2401,0.1500,125,1,1,1,41,0,0,0,0
621620,2022,05,27,2022-05-27,12:11:00,3,PA,42,0,1,3,0,325000,0,39.8552,-76.0797,39.8910,-76.0459,3.0500,130,1,1,1,71,0,0,0,0
621621,2022,05,27,2022-05-27,14:57:00,3,SC,45,0,0,0,0,0,0,33.9089,-79.0653,33.9161,-79.0507,0.9900,15,1,1,1,51,0,0,0,0
621622,2022,05,27,2022-05-27,15:32:00,3,SC,45,0,0,0,0,0,0,34.0513,-78.8869,34.0640,-78.8788,0.9900,20,1,1,1,51,0,0,0,0
621623,2022,05,27,2022-05-27,16:22:00,3,VA,51,0,0,0,0,40000,0,37.8095,-77.7960,37.9165,-77.6460,11.1300,50,1,1,1,109,85,0,0,0
621624,2022,05,27,2022-05-27,17:00:00,3,ID,16,0,0,0,0,0,0,43.4121,-116.7564,43.4305,-116.6858,3.7700,35,1,1,1,73,0,0,0,0
621625,2022,05,27,2022-05-27,17:51:00,3,VA,51,0,1,0,0,100000,0,37.9636,-77.9989,37.9733,-77.9531,2.5800,450,1,1,1,109,0,0,0,0
621626,2022,05,27,2022-05-27,18:32:00,3,MD,24,0,1,0,0,110000,0,38.4957,-76.7820,38.5203,-76.7121,4.1400,100,1,1,1,37,17,0,0,0
621627,2022,05,27,2022-05-27,18:56:00,3,NE,31,0,-9,0,0,0,0,40.7000,-101.6500,40.7000,-101.6500,0.0100,10,1,1,1,135,0,0,0,0
621628,2022,05,30,2022-05-30,00:20:00,3,NE,31,0,1,0,0,0,0,42.7200,-97.2800,42.7500,-97.2400,3.0200,100,1,1,1,27,0,0,0,0
621629,2022,05,30,2022-05-30,00:51:00,3,SD,46,0,1,0,0,0,0,43.5161,-96.7510,43.5169,-96.7410,0.5100,50,1,1,1,99,0,0,0,0
621630,2022,05,30,2022-05-30,01:05:00,3,SD,46,0,1,0,0,0,0,43.5868,-96.5389,43.5853,-96.5284,0.5400,50,1,1,1,99,0,0,0,0
621631,2022,05,30,2022-05-30,01:17:00,3,IA,19,0,1,0,0,0,0,43.4479,-96.2736,43.4688,-96.2506,1.9400,100,1,1,1,119,0,0,0,0
621632,2022,05,30,2022-05-30,01:21:00,3,IA,19,0,0,0,0,0,0,43.2737,-96.2330,43.2795,-96.2259,0.5400,60,1,1,1,119,0,0,0,0
621633,2022,05,30,2022-05-30,01:33:00,3,MN,27,0,0,0,0,0,0,43.5719,-95.9786,43.5717,-95.9607,0.9000,50,1,1,1,105,0,0,0,0
621634,2022,05,30,2022-05-30,11:29:00,3,SD,46,0,-9,0,0,0,0,42.7732,-97.9556,42.8354,-97.8939,5.4600,50,1,1,1,9,0,0,0,0
621635,2022,05,30,2022-05-30,12:55:00,3,SD,46,0,-9,0,0,0,0,43.7810,-97.2186,43.7927,-97.2148,0.8300,25,1,1,1,87,0,0,0,0
621636,2022,05,30,2022-05-30,13:15:00,3,SD,46,0,-9,0,0,0,0,44.2550,-97.1014,44.2688,-97.0730,1.6700,50,1,1,1,11,0,0,0,0
621637,2022,05,30,2022-05-30,13:23:00,3,SD,46,0,1,0,0,0,0,44.2771,-96.9578,44.2785,-96.9418,0.8000,50,1,1,1,11,0,0,0,0
621638,2022,05,30,2022-05-30,13:30:00,3,SD,46,0,0,0,0,0,0,44.6316,-96.9869,44.6370,-96.9761,0.6500,10,1,1,1,57,0,0,0,0
621639,2022,05,30,2022-05-30,13:41:00,3,SD,46,0,2,0,0,0,0,44.6822,-96.8239,44.8236,-96.6808,12.4300,150,1,1,1,39,0,0,0,0
621640,2022,05,30,2022-05-30,13:46:00,3,SD,46,0,3,0,0,0,0,44.7958,-96.8255,44.9467,-96.6776,13.3100,100,1,1,1,39,0,0,0,0
621641,2022,05,30,2022-05-30,13:50:00,3,SD,46,0,1,0,0,0,0,44.7731,-96.7557,44.7788,-96.7526,0.4200,20,1,1,1,39,0,0,0,0
621642,2022,05,30,2022-05-30,14:05:00,3,SD,46,0,1,0,0,0,0,44.9994,-96.7118,45.1133,-96.5795,10.6700,40,1,1,1,51,0,0,0,0
621643,2022,05,30,2022-05-30,14:10:00,3,SD,46,0,1,0,0,0,0,45.1068,-96.5618,45.1709,-96.5582,4.4500,20,1,1,1,51,0,0,0,0
621644,2022,05,30,2022-05-30,14:15:00,3,MN,27,0,-9,0,0,0,0,43.7990,-96.4448,43.8054,-96.4335,0.7400,20,1,1,1,133,0,0,0,0
621645,2022,05,30,2022-05-30,14:25:00,3,MN,27,0,-9,0,0,0,0,43.9254,-96.3048,43.9263,-96.2973,0.3800,20,1,1,1,117,0,0,0,0
621646,2022,05,30,2022-05-30,14:36:00,3,MN,27,0,1,0,0,0,0,45.2984,-96.1441,45.3328,-96.1405,2.4000,30,1,1,1,11,0,0,0,0
621647,2022,05,30,2022-05-30,14:39:00,3,MN,27,0,1,0,0,0,0,45.1454,-95.9201,45.1706,-95.9136,1.7700,100,1,1,1,23,151,0,0,0
621648,2022,05,30,2022-05-30,14:40:00,3,MN,27,0,1,0,0,0,0,45.2212,-95.8281,45.4716,-95.7239,18.3400,350,1,1,1,151,149,121,0,0
621649,2022,05,30,2022-05-30,14:49:00,3,MN,27,0,1,0,0,0,0,45.2994,-95.9205,45.4028,-95.9075,7.1700,100,1,1,1,151,0,0,0,0
621650,2022,05,30,2022-05-30,15:04:00,3,MN,27,0,1,0,0,0,0,45.5151,-95.6965,45.5795,-95.6337,5.3900,100,1,1,1,121,0,0,0,0
621651,2022,05,30,2022-05-30,15:13:00,3,MN,27,0,1,0,0,0,0,45.6047,-95.6081,45.6402,-95.5669,3.1600,200,1,1,1,121,0,0,0,0
621652,2022,05,30,2022-05-30,15:14:00,3,MN,27,0,2,0,0,2000000,0,45.8800,-96.0000,45.9686,-95.9364,6.8400,350,1,1,1,51,0,0,0,0
621653,2022,05,30,2022-05-30,15:15:00,3,MN,27,0,2,0,0,1000000,0,45.9600,-96.1200,46.0565,-95.9374,11.0100,400,1,1,1,51,0,0,0,0
621654,2022,05,30,2022-05-30,15:27:00,3,MN,27,0,2,0,0,0,0,45.7261,-95.3956,45.9723,-95.1928,19.6300,800,1,1,1,121,41,0,0,0
621655,2022,05,30,2022-05-30,15:34:00,3,MN,27,0,1,0,0,50000,0,46.1245,-95.5393,46.1879,-95.5200,4.4800,200,1,1,1,111,0,0,0,0
621656,2022,05,30,2022-05-30,15:58:00,3,MN,27,0,1,0,0,150000,0,46.5795,-95.5402,46.6512,-95.4955,5.3900,300,1,1,1,111,0,0,0,0
621657,2022,05,30,2022-05-30,16:00:00,3,MN,27,0,1,0,0,0,0,46.1318,-95.0461,46.3158,-94.8781,15.0400,800,1,1,1,153,0,0,0,0
621658,2022,05,30,2022-05-30,16:20:00,3,MN,27,0,2,0,0,1150000,0,46.3614,-94.8706,46.4990,-94.7694,10.4700,450,1,1,1,153,159,21,0,0
621659,2022,05,30,2022-05-30,16:27:00,3,MN,27,0,1,0,0,50000,0,46.3965,-94.8277,46.4182,-94.7859,2.4900,150,1,1,1,159,0,0,0,0
621660,2022,05,30,2022-05-30,16:37:00,3,MN,27,0,1,0,0,0,0,46.5600,-94.7200,46.6200,-94.6800,4.3000,500,1,1,1,21,0,0,0,0
621661,2022,05,30,2022-05-30,17:12:00,3,MN,27,0,1,0,0,0,0,44.7379,-94.0892,44.9910,-93.9673,18.4900,400,1,1,1,85,19,171,0,0
621662,2022,05,30,2022-05-30,17:44:00,3,MN,27,0,0,0,0,0,0,47.2290,-93.6597,47.2442,-93.6617,1.0000,40,1,1,1,61,0,0,0,0
621663,2022,05,30,2022-05-30,17:46:00,3,MN,27,0,1,0,0,0,0,47.3300,-93.7900,47.3700,-93.8100,2.5000,150,1,1,1,61,0,0,0,0
621664,2022,05,30,2022-05-30,18:50:00,3,MN,27,0,1,0,0,0,0,46.0119,-92.9299,46.0597,-92.9342,3.3000,300,1,1,1,115,0,0,0,0
621665,2022,05,31,2022-05-31,15:50:00,3,FL,12,0,-9,0,0,20000,0,28.2098,-82.6904,28.2097,-82.6945,0.2500,25,1,1,1,101,0,0,0,0
621666,2022,05,31,2022-05-31,15:55:00,3,FL,12,0,-9,0,0,20000,0,27.9847,-82.5584,27.9840,-82.5675,0.5000,25,1,1,1,57,0,0,0,0
621667,2022,05,31,2022-05-31,16:10:00,3,FL,12,0,-9,0,0,0,0,27.3900,-82.4700,27.3912,-82.4782,0.5000,25,1,1,1,115,0,0,0,0
621668,2022,05,31,2022-05-31,16:42:00,3,TX,48,0,0,0,0,0,0,34.7927,-100.0807,34.7754,-100.0581,1.7500,125,1,1,1,87,0,0,0,0
621669,2022,05,31,2022-05-31,16:54:00,3,TX,48,0,0,0,0,50000,0,34.7624,-100.0317,34.7500,-99.9930,2.3600,180,2,0,1,0,0,0,0,0
621669,2022,05,31,2022-05-31,16:54:00,3,TX,48,0,0,0,0,50000,0,34.7624,-100.0317,34.7527,-100.0000,1.9200,180,2,1,2,87,0,0,0,0
621669,2022,05,31,2022-05-31,17:01:00,3,OK,40,0,0,0,0,0,0,34.7527,-100.0000,34.7500,-99.9930,0.4400,100,2,1,2,57,0,0,0,0
621670,2022,05,31,2022-05-31,17:32:00,3,OK,40,0,0,0,0,0,0,34.6766,-99.9267,34.6766,-99.9267,0.5000,20,1,1,1,57,0,0,0,0
621671,2022,05,31,2022-05-31,17:48:00,3,KS,20,0,-9,0,0,0,0,37.1700,-96.8200,37.1702,-96.8197,0.0200,20,1,1,1,35,0,0,0,0
621672,2022,05,31,2022-05-31,17:55:00,3,OK,40,0,-9,0,0,0,0,34.7719,-99.8204,34.7719,-99.8204,0.3000,20,1,1,1,57,0,0,0,0
621673,2022,05,31,2022-05-31,19:30:00,3,KS,20,0,-9,0,0,0,0,37.1100,-96.7800,37.1102,-96.7796,0.0300,20,1,1,1,35,0,0,0,0
621674,2022,05,31,2022-05-31,19:40:00,3,KS,20,0,-9,0,0,0,0,37.1600,-96.7400,37.1601,-96.7399,0.0100,20,1,1,1,35,0,0,0,0
621675,2022,05,31,2022-05-31,21:31:00,3,OK,40,0,1,0,0,6000,0,34.5310,-99.1100,34.5180,-99.1030,1.0000,200,1,1,1,141,0,0,0,0
621676,2022,05,31,2022-05-31,21:34:00,3,IL,17,0,1,0,0,0,0,40.3714,-90.6477,40.3788,-90.6190,1.6000,60,1,1,1,109,0,0,0,0
621677,2022,05,31,2022-05-31,22:17:00,3,OK,40,0,1,0,0,10000,0,34.2960,-98.9180,34.3150,-98.8400,4.7000,100,1,1,1,141,0,0,0,0
621678,2022,06,03,2022-06-03,17:00:00,3,CO,08,0,-9,0,0,0,0,38.0100,-103.4000,37.9997,-103.3042,5.2600,20,1,1,1,11,0,0,0,0
621679,2022,06,03,2022-06-03,17:23:00,3,CO,08,0,0,0,0,5000,0,38.1500,-103.1600,38.1237,-103.0907,4.1800,5,1,1,1,11,0,0,0,0
621680,2022,06,03,2022-06-03,17:43:00,3,CO,08,0,-9,0,0,0,0,38.1100,-102.9600,38.1016,-102.8591,5.5200,20,1,1,1,11,0,0,0,0
621681,2022,06,03,2022-06-03,18:58:00,3,CO,08,0,-9,0,0,0,0,39.9704,-102.5017,39.9542,-102.4362,3.6400,50,1,1,1,125,0,0,0,0
621682,2022,06,03,2022-06-03,19:11:00,3,CO,08,0,-9,0,0,0,0,39.9916,-102.3526,39.9955,-102.3087,2.3400,50,1,1,1,125,0,0,0,0
621683,2022,06,03,2022-06-03,19:40:00,3,CO,08,0,-9,0,0,0,0,39.6219,-102.2559,39.6159,-102.2463,0.6500,50,1,1,1,125,0,0,0,0
621684,2022,06,04,2022-06-04,17:08:00,3,CO,08,0,-9,0,0,0,0,38.9642,-102.4477,38.9559,-102.4398,0.7100,50,1,1,1,17,0,0,0,0
621685,2022,06,04,2022-06-04,20:01:00,3,KS,20,0,-9,0,0,0,0,39.8011,-100.5050,39.7739,-100.4535,3.3200,75,1,1,1,39,0,0,0,0
621686,2022,06,05,2022-06-05,16:03:00,3,NE,31,0,-9,0,0,0,0,42.6800,-102.6900,42.6800,-102.6900,0.0500,10,1,1,1,161,0,0,0,0
621687,2022,06,06,2022-06-06,13:29:00,3,NE,31,0,-9,0,0,0,0,41.8500,-98.1000,41.8500,-98.1000,0.0500,20,1,1,1,11,0,0,0,0
621688,2022,06,06,2022-06-06,13:47:00,3,NE,31,0,-9,0,0,0,0,42.9200,-101.9200,42.9200,-101.9200,0.0500,10,1,1,1,31,0,0,0,0
621689,2022,06,06,2022-06-06,16:06:00,3,FL,12,0,0,0,0,10000,0,27.5000,-80.5000,27.4600,-80.4700,3.3200,75,1,1,1,111,0,0,0,0
621690,2022,06,06,2022-06-06,17:43:00,3,TN,47,0,0,0,0,25000,0,35.6828,-89.2948,35.6828,-89.2935,0.0700,40,1,1,1,75,0,0,0,0
621691,2022,06,07,2022-06-07,14:21:00,3,WY,56,0,1,0,0,0,0,42.6999,-104.2002,42.6626,-104.1344,3.5000,225,1,1,1,27,0,0,0,0
621692,2022,06,07,2022-06-07,17:03:00,3,CO,08,0,-9,0,0,0,0,40.9500,-102.5200,40.9500,-102.5200,0.0100,50,1,1,1,115,0,0,0,0
621693,2022,06,07,2022-06-07,17:09:00,3,CO,08,0,-9,0,0,0,0,40.9600,-102.4800,40.9600,-102.4800,0.0100,50,1,1,1,115,0,0,0,0
621694,2022,06,07,2022-06-07,17:30:00,3,NM,35,0,0,0,0,0,0,35.8300,-104.4700,35.8285,-104.4672,0.1900,10,1,1,1,33,0,0,0,0
621695,2022,06,07,2022-06-07,17:44:00,3,CO,08,0,-9,0,0,0,0,40.7400,-102.3400,40.7400,-102.3400,0.0100,50,1,1,1,95,0,0,0,0
621696,2022,06,07,2022-06-07,18:09:00,3,CO,08,0,-9,0,0,0,0,40.5300,-102.2400,40.5300,-102.2400,0.0100,50,1,1,1,95,0,0,0,0
621697,2022,06,07,2022-06-07,18:36:00,3,CO,08,0,-9,0,0,0,0,38.2000,-103.3300,38.1561,-103.3017,3.4000,25,1,1,1,11,0,0,0,0
621698,2022,06,07,2022-06-07,18:56:00,3,CO,08,0,-9,0,0,0,0,37.9700,-102.6200,37.9189,-102.5224,6.3900,20,1,1,1,99,0,0,0,0
621699,2022,06,07,2022-06-07,20:18:00,3,CO,08,0,-9,0,0,0,0,37.6100,-102.1300,37.5243,-102.0880,6.3500,20,1,1,1,9,0,0,0,0
621700,2022,06,07,2022-06-07,20:42:00,3,NE,31,0,0,0,0,1000000,0,40.1546,-97.8859,40.0583,-97.7599,9.4200,25,1,1,1,129,169,0,0,0
621701,2022,06,07,2022-06-07,21:15:00,3,KS,20,0,1,0,0,0,0,39.9613,-97.4249,39.9390,-97.3750,3.0600,75,1,1,1,157,0,0,0,0
621702,2022,06,07,2022-06-07,21:27:00,3,CO,08,0,-9,0,0,0,0,37.6100,-102.2600,37.5015,-102.2056,8.0700,20,1,1,1,9,0,0,0,0
621703,2022,06,07,2022-06-07,22:02:00,3,KS,20,0,1,0,0,0,0,39.7999,-96.7130,39.7790,-96.6680,2.7900,75,1,1,1,117,0,0,0,0
621704,2022,06,08,2022-06-08,00:10:00,3,KS,20,0,1,0,0,0,0,38.9640,-94.7853,38.9513,-94.5175,14.3600,125,2,0,1,0,0,0,0,0
621704,2022,06,08,2022-06-08,00:10:00,3,KS,20,0,1,0,0,0,0,38.9640,-94.7853,38.9560,-94.6082,9.5300,125,2,1,2,91,0,0,0,0
621704,2022,06,08,2022-06-08,00:23:00,3,MO,29,0,1,0,0,0,0,38.9560,-94.6072,38.9513,-94.5175,4.8300,125,2,1,2,95,0,0,0,0
621705,2022,06,08,2022-06-08,00:21:00,3,KS,20,0,0,0,0,0,0,38.6424,-94.8316,38.5868,-94.6658,9.7400,75,1,1,1,121,0,0,0,0
621706,2022,06,08,2022-06-08,00:24:00,3,KS,20,0,0,0,0,0,0,38.6076,-94.7944,38.5464,-94.6359,9.5500,75,1,1,1,121,0,0,0,0
621707,2022,06,08,2022-06-08,00:37:00,3,MO,29,0,2,0,0,0,0,39.1210,-94.3091,39.1217,-94.1307,9.5600,200,1,1,1,95,0,0,0,0
621708,2022,06,08,2022-06-08,14:08:00,3,IN,18,0,1,0,0,185000,0,39.6405,-85.6188,39.6583,-85.4388,9.6900,100,1,1,1,139,0,0,0,0
621709,2022,06,08,2022-06-08,15:42:00,3,OH,39,0,1,0,0,100000,0,39.9384,-84.4772,39.9372,-84.4310,2.4500,125,1,1,1,37,0,0,0,0
621710,2022,06,08,2022-06-08,15:53:00,3,OH,39,0,2,0,0,1000000,0,39.9692,-84.3620,39.9922,-84.1040,13.7500,150,1,1,1,109,0,0,0,0
621711,2022,06,08,2022-06-08,16:13:00,3,IN,18,0,0,0,0,115000,0,40.3409,-85.6460,40.3362,-85.6371,0.5800,25,1,1,1,95,0,0,0,0
621712,2022,06,08,2022-06-08,16:23:00,3,OH,39,0,1,0,0,500000,0,39.9734,-83.9863,39.9598,-83.6673,16.9200,200,1,1,1,23,0,0,0,0
621713,2022,06,08,2022-06-08,16:42:00,3,OH,39,0,0,0,0,150000,0,40.1700,-83.7498,40.1768,-83.6424,5.6900,150,1,1,1,21,0,0,0,0
621714,2022,06,08,2022-06-08,17:07:00,3,OH,39,0,0,0,0,40000,0,39.0044,-83.8102,39.0122,-83.7723,2.1000,80,1,1,1,15,0,0,0,0
621715,2022,06,08,2022-06-08,17:16:00,3,OH,39,0,2,0,0,50500,0,39.3748,-82.7371,39.3591,-82.5681,9.1000,700,1,1,1,73,163,0,0,0
621716,2022,06,08,2022-06-08,17:45:00,3,OH,39,0,1,0,0,1500,0,39.3316,-82.3533,39.3345,-82.3464,0.4200,200,1,1,1,163,0,0,0,0
621717,2022,06,08,2022-06-08,17:52:00,3,OH,39,0,0,0,0,250,0,39.3263,-82.3178,39.3254,-82.3061,0.6300,100,1,1,1,163,0,0,0,0
621718,2022,06,08,2022-06-08,18:42:00,3,MD,24,0,0,0,0,100000,0,38.4256,-76.7184,38.4373,-76.6649,3.0100,75,1,1,1,37,0,0,0,0
621719,2022,06,09,2022-06-09,02:59:00,3,NJ,34,0,1,0,0,0,0,39.7877,-75.0265,39.7904,-75.0232,0.2600,60,1,1,1,7,0,0,0,0
621720,2022,06,09,2022-06-09,13:40:00,3,FL,12,0,0,0,0,210000,0,27.3075,-80.3013,27.3042,-80.2772,1.5000,200,1,1,1,111,0,0,0,0
621721,2022,06,09,2022-06-09,23:11:00,3,KS,20,0,-9,0,0,0,0,39.1788,-99.7945,39.1591,-99.7926,1.3600,100,1,1,1,65,0,0,0,0
621722,2022,06,11,2022-06-11,00:38:00,3,FL,12,0,0,0,0,0,0,26.8900,-82.2900,26.8907,-82.2895,0.0600,25,1,1,1,15,0,0,0,0
621723,2022,06,11,2022-06-11,13:00:00,3,OR,41,0,-9,0,0,0,0,45.6100,-118.9100,45.6100,-118.9095,0.0200,15,1,1,1,59,0,0,0,0
621724,2022,06,11,2022-06-11,16:18:00,3,NE,31,0,-9,0,0,0,0,40.1400,-96.6100,40.1400,-96.6100,0.0500,20,1,1,1,67,0,0,0,0
621725,2022,06,11,2022-06-11,16:40:00,3,NE,31,0,1,0,0,0,0,40.0200,-96.6900,39.9700,-96.6600,4.2400,150,2,0,1,0,0,0,0,0
621725,2022,06,11,2022-06-11,16:40:00,3,NE,31,0,1,0,0,0,0,40.0200,-96.6900,40.0010,-96.6730,2.0300,150,2,1,2,67,0,0,0,0
621725,2022,06,11,2022-06-11,16:43:00,3,KS,20,0,1,0,0,0,0,40.0011,-96.6700,39.9700,-96.6600,2.2100,150,2,1,2,117,0,0,0,0
