om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
667511,2022,05,30,2022-05-30,18:57:00,3,KS,20,0,1.00,0,0,0,0,38.4000,-96.1900,38.4000,-96.1900,0,0,0,0,0,111,0,0,0
667512,2022,05,30,2022-05-30,19:00:00,3,MN,27,0,1.50,0,0,0,0,48.0500,-92.8300,48.0500,-92.8300,0,0,0,0,0,137,0,0,0
667513,2022,05,30,2022-05-30,19:09:00,3,MN,27,0,1.00,0,0,0,0,48.0700,-92.8200,48.0700,-92.8200,0,0,0,0,0,137,0,0,0
667514,2022,05,30,2022-05-30,19:37:00,3,ND,38,0,0.88,0,0,0,0,46.4800,-96.7700,46.4800,-96.7700,0,0,0,0,0,77,0,0,0
667515,2022,05,30,2022-05-30,20:00:00,3,NE,31,0,1.00,0,0,0,0,40.5100,-96.1600,40.5100,-96.1600,0,0,0,0,0,97,0,0,0
667516,2022,05,31,2022-05-31,15:05:00,3,FL,12,0,1.00,0,0,0,0,28.9800,-82.5800,28.9800,-82.5800,0,0,0,0,0,17,0,0,0
667517,2022,05,31,2022-05-31,15:09:00,3,OK,40,0,2.00,0,0,0,0,35.5700,-99.3800,35.5700,-99.3800,0,0,0,0,0,39,0,0,0
667518,2022,05,31,2022-05-31,15:18:00,3,TX,48,0,2.00,0,0,0,0,34.9300,-100.2100,34.9300,-100.2100,0,0,0,0,0,87,0,0,0
667519,2022,05,31,2022-05-31,15:47:00,3,OK,40,0,2.50,0,0,0,0,35.4600,-99.4100,35.4600,-99.4100,0,0,0,0,0,9,0,0,0
667520,2022,05,31,2022-05-31,15:49:00,3,TX,48,0,3.50,0,0,100000,0,34.6893,-100.4927,34.7257,-100.4406,0,0,0,0,0,191,0,0,0
667521,2022,05,31,2022-05-31,15:50:00,3,KS,20,0,1.00,0,0,0,0,37.2700,-97.3400,37.2700,-97.3400,0,0,0,0,0,191,0,0,0
667522,2022,05,31,2022-05-31,15:56:00,3,OK,40,0,1.00,0,0,0,0,35.6300,-99.3900,35.6300,-99.3900,0,0,0,0,0,129,0,0,0
667523,2022,05,31,2022-05-31,15:57:00,3,KS,20,0,1.00,0,0,0,0,37.3500,-97.2800,37.3500,-97.2800,0,0,0,0,0,191,0,0,0
667524,2022,05,31,2022-05-31,16:05:00,3,OK,40,0,2.50,0,0,0,0,35.4600,-99.4200,35.4600,-99.4200,0,0,0,0,0,9,0,0,0
667525,2022,05,31,2022-05-31,16:05:00,3,KS,20,0,1.00,0,0,0,0,37.3600,-97.1600,37.3600,-97.1600,0,0,0,0,0,191,0,0,0
667526,2022,05,31,2022-05-31,16:05:00,3,KS,20,0,2.50,0,0,0,0,37.3900,-97.2100,37.3900,-97.2100,0,0,0,0,0,191,0,0,0
667527,2022,05,31,2022-05-31,16:07:00,3,KS,20,0,1.50,0,0,0,0,37.3900,-97.1200,37.3900,-97.1200,0,0,0,0,0,35,0,0,0
667528,2022,05,31,2022-05-31,16:08:00,3,OK,40,0,2.75,0,0,0,0,35.6400,-99.0700,35.6400,-99.0700,0,0,0,0,0,39,0,0,0
667529,2022,05,31,2022-05-31,16:10:00,3,OK,40,0,2.75,0,0,0,0,35.4800,-99.3300,35.4800,-99.3300,0,0,0,0,0,39,0,0,0
667530,2022,05,31,2022-05-31,16:10:00,3,FL,12,0,1.00,0,0,0,0,28.2000,-82.7200,28.2000,-82.7200,0,0,0,0,0,101,0,0,0
667531,2022,05,31,2022-05-31,16:10:00,3,FL,12,0,1.00,0,0,0,0,28.2300,-82.7100,28.2300,-82.7100,0,0,0,0,0,101,0,0,0
667532,2022,05,31,2022-05-31,16:20:00,3,OK,40,0,2.75,0,0,0,0,35.4900,-99.2800,35.4900,-99.2800,0,0,0,0,0,39,0,0,0
667533,2022,05,31,2022-05-31,16:25:00,3,TX,48,0,1.00,0,0,0,0,35.2200,-100.2500,35.2200,-100.2500,0,0,0,0,0,483,0,0,0
667534,2022,05,31,2022-05-31,16:25:00,3,KS,20,0,1.00,0,0,0,0,37.6900,-96.8600,37.6900,-96.8600,0,0,0,0,0,15,0,0,0
667535,2022,05,31,2022-05-31,16:34:00,3,TX,48,0,0.88,0,0,0,0,35.2100,-100.2500,35.2100,-100.2500,0,0,0,0,0,483,0,0,0
667536,2022,05,31,2022-05-31,16:44:00,3,KS,20,0,2.50,0,0,0,0,37.8200,-96.8400,37.8200,-96.8400,0,0,0,0,0,15,0,0,0
667537,2022,05,31,2022-05-31,16:46:00,3,KS,20,0,1.25,0,0,0,0,37.8200,-96.7800,37.8200,-96.7800,0,0,0,0,0,15,0,0,0
667538,2022,05,31,2022-05-31,16:47:00,3,TX,48,0,1.00,0,0,0,0,30.7902,-103.0319,30.7902,-103.0319,0,0,0,0,0,371,0,0,0
667539,2022,05,31,2022-05-31,16:49:00,3,TX,48,0,2.00,0,0,0,0,34.7200,-100.5300,34.7200,-100.5300,0,0,0,0,0,191,0,0,0
667540,2022,05,31,2022-05-31,16:55:00,3,FL,12,0,1.00,0,0,0,0,27.4000,-82.5100,27.4000,-82.5100,0,0,0,0,0,81,0,0,0
667541,2022,05,31,2022-05-31,17:06:00,3,KS,20,0,1.50,0,0,0,0,37.1400,-97.0400,37.1400,-97.0400,0,0,0,0,0,35,0,0,0
667542,2022,05,31,2022-05-31,17:14:00,3,TX,48,0,1.75,0,0,0,0,30.7800,-103.0200,30.7800,-103.0200,0,0,0,0,0,371,0,0,0
667543,2022,05,31,2022-05-31,17:17:00,3,KS,20,0,1.50,0,0,0,0,37.8000,-97.0000,37.8000,-97.0000,0,0,0,0,0,15,0,0,0
667544,2022,05,31,2022-05-31,17:19:00,3,KS,20,0,1.25,0,0,0,0,37.2700,-96.9700,37.2700,-96.9700,0,0,0,0,0,35,0,0,0
667545,2022,05,31,2022-05-31,17:20:00,3,OK,40,0,1.50,0,0,0,0,35.6700,-98.8900,35.6700,-98.8900,0,0,0,0,0,39,0,0,0
667546,2022,05,31,2022-05-31,17:20:00,3,OK,40,0,1.75,0,0,0,0,35.7000,-99.9300,35.7000,-99.9300,0,0,0,0,0,129,0,0,0
667547,2022,05,31,2022-05-31,17:22:00,3,KS,20,0,2.00,0,0,0,0,37.8200,-96.8800,37.8200,-96.8800,0,0,0,0,0,15,0,0,0
667548,2022,05,31,2022-05-31,17:42:00,3,TX,48,0,1.75,0,0,0,0,34.5300,-101.7700,34.5300,-101.7700,0,0,0,0,0,437,0,0,0
667549,2022,05,31,2022-05-31,17:46:00,3,TX,48,0,1.50,0,0,0,0,34.5633,-100.3738,34.5633,-100.3738,0,0,0,0,0,75,0,0,0
667550,2022,05,31,2022-05-31,17:48:00,3,OK,40,0,1.00,0,0,0,0,35.6500,-98.7300,35.6500,-98.7300,0,0,0,0,0,39,0,0,0
667551,2022,05,31,2022-05-31,17:50:00,3,OK,40,0,2.00,0,0,0,0,35.6200,-98.6900,35.6200,-98.6900,0,0,0,0,0,39,0,0,0
667552,2022,05,31,2022-05-31,17:58:00,3,KS,20,0,1.00,0,0,0,0,38.3500,-96.2500,38.3500,-96.2500,0,0,0,0,0,111,0,0,0
667553,2022,05,31,2022-05-31,18:05:00,3,KS,20,0,1.50,0,0,0,0,37.2500,-96.7300,37.2500,-96.7300,0,0,0,0,0,35,0,0,0
667554,2022,05,31,2022-05-31,18:25:00,3,KS,20,0,1.00,0,0,0,0,38.0700,-97.2600,38.0700,-97.2600,0,0,0,0,0,79,0,0,0
667555,2022,05,31,2022-05-31,18:25:00,3,KS,20,0,1.00,0,0,0,0,37.6600,-97.4400,37.6600,-97.4400,0,0,0,0,0,173,0,0,0
667556,2022,05,31,2022-05-31,18:28:00,3,KS,20,0,1.25,0,0,0,0,37.1600,-97.1700,37.1600,-97.1700,0,0,0,0,0,191,0,0,0
667557,2022,05,31,2022-05-31,18:31:00,3,TX,48,0,2.00,0,0,0,0,34.4997,-101.6546,34.4997,-101.6546,0,0,0,0,0,437,0,0,0
667558,2022,05,31,2022-05-31,18:33:00,3,KS,20,0,2.25,0,0,0,0,37.6800,-97.3700,37.6800,-97.3700,0,0,0,0,0,173,0,0,0
667559,2022,05,31,2022-05-31,18:34:00,3,KS,20,0,1.75,0,0,0,0,37.6900,-97.3400,37.6900,-97.3400,0,0,0,0,0,173,0,0,0
667560,2022,05,31,2022-05-31,18:38:00,3,KS,20,0,1.50,0,0,0,0,38.1700,-97.1100,38.1700,-97.1100,0,0,0,0,0,115,0,0,0
667561,2022,05,31,2022-05-31,18:42:00,3,KS,20,0,1.25,0,0,0,0,37.1100,-97.0600,37.1100,-97.0600,0,0,0,0,0,35,0,0,0
667562,2022,05,31,2022-05-31,18:49:00,3,KS,20,0,1.00,0,0,0,0,37.8000,-97.3100,37.8000,-97.3100,0,0,0,0,0,173,0,0,0
667563,2022,05,31,2022-05-31,18:53:00,3,OK,40,0,1.00,0,0,0,0,36.3100,-99.6200,36.3100,-99.6200,0,0,0,0,0,45,0,0,0
667564,2022,05,31,2022-05-31,19:00:00,3,OK,40,0,1.00,0,0,0,0,36.3900,-99.5700,36.3900,-99.5700,0,0,0,0,0,153,0,0,0
667565,2022,05,31,2022-05-31,19:00:00,3,KS,20,0,3.00,0,0,0,0,38.3300,-97.0200,38.3300,-97.0200,0,0,0,0,0,115,0,0,0
667566,2022,05,31,2022-05-31,19:00:00,3,KS,20,0,3.25,0,0,0,0,38.3600,-97.1100,38.3600,-97.1100,0,0,0,0,0,115,0,0,0
667567,2022,05,31,2022-05-31,19:04:00,3,KS,20,0,1.00,0,0,0,0,37.8900,-97.2100,37.8900,-97.2100,0,0,0,0,0,173,0,0,0
667568,2022,05,31,2022-05-31,19:11:00,3,OK,40,0,1.00,0,0,0,0,36.4100,-99.5500,36.4100,-99.5500,0,0,0,0,0,153,0,0,0
667569,2022,05,31,2022-05-31,19:11:00,3,TX,48,0,2.75,0,0,100000,0,34.4700,-101.3000,34.4700,-101.3000,0,0,0,0,0,45,0,0,0
667570,2022,05,31,2022-05-31,19:27:00,3,KS,20,0,1.50,0,0,0,0,38.4900,-96.9600,38.4900,-96.9600,0,0,0,0,0,115,0,0,0
667571,2022,05,31,2022-05-31,19:31:00,3,KS,20,0,1.75,0,0,0,0,37.1200,-96.6800,37.1200,-96.6800,0,0,0,0,0,35,0,0,0
667572,2022,05,31,2022-05-31,19:32:00,3,KS,20,0,1.75,0,0,0,0,38.5700,-96.9600,38.5700,-96.9600,0,0,0,0,0,115,0,0,0
667573,2022,05,31,2022-05-31,19:36:00,3,KS,20,0,2.00,0,0,0,0,37.1100,-96.7200,37.1100,-96.7200,0,0,0,0,0,35,0,0,0
667574,2022,05,31,2022-05-31,19:50:00,3,KS,20,0,0.88,0,0,0,0,38.6400,-96.8900,38.6400,-96.8900,0,0,0,0,0,127,0,0,0
667575,2022,05,31,2022-05-31,19:53:00,3,KS,20,0,1.00,0,0,0,0,38.6500,-96.8100,38.6500,-96.8100,0,0,0,0,0,127,0,0,0
667576,2022,05,31,2022-05-31,19:56:00,3,KS,20,0,0.88,0,0,0,0,38.6800,-96.8100,38.6800,-96.8100,0,0,0,0,0,127,0,0,0
667577,2022,05,31,2022-05-31,20:00:00,3,KS,20,0,1.75,0,0,0,0,38.1400,-97.4300,38.1400,-97.4300,0,0,0,0,0,79,0,0,0
667578,2022,05,31,2022-05-31,20:15:00,3,KS,20,0,1.00,0,0,0,0,38.2500,-97.3500,38.2500,-97.3500,0,0,0,0,0,115,0,0,0
667579,2022,05,31,2022-05-31,21:11:00,3,TX,48,0,2.00,0,0,0,0,34.2000,-101.7000,34.2000,-101.7000,0,0,0,0,0,189,0,0,0
667580,2022,05,31,2022-05-31,21:20:00,3,OK,40,0,1.25,0,0,0,0,34.3900,-99.0200,34.3900,-99.0200,0,0,0,0,0,141,0,0,0
667581,2022,05,31,2022-05-31,21:28:00,3,TX,48,0,1.75,0,0,0,0,34.1200,-101.4300,34.1200,-101.4300,0,0,0,0,0,153,0,0,0
667582,2022,05,31,2022-05-31,22:22:00,3,OK,40,0,1.00,0,0,0,0,34.3000,-99.0400,34.3000,-99.0400,0,0,0,0,0,141,0,0,0
667583,2022,05,31,2022-05-31,22:35:00,3,OK,40,0,1.50,0,0,0,0,34.4000,-99.0100,34.4000,-99.0100,0,0,0,0,0,141,0,0,0
667584,2022,05,31,2022-05-31,22:50:00,3,KS,20,0,1.25,0,0,0,0,37.5700,-95.9500,37.5700,-95.9500,0,0,0,0,0,205,0,0,0
667585,2022,05,31,2022-05-31,23:25:00,3,TX,48,0,1.75,0,0,0,0,34.0243,-100.8117,34.0243,-100.8117,0,0,0,0,0,345,0,0,0
667586,2022,05,31,2022-05-31,23:56:00,3,TX,48,0,1.00,0,0,0,0,33.9800,-101.3300,33.9800,-101.3300,0,0,0,0,0,153,0,0,0
667587,2022,06,01,2022-06-01,00:09:00,3,TX,48,0,1.75,0,0,0,0,33.8879,-101.2190,33.8879,-101.2190,0,0,0,0,0,153,0,0,0
667588,2022,06,01,2022-06-01,13:28:00,3,NY,36,0,0.75,0,0,0,0,42.2000,-76.0600,42.2000,-76.0600,0,0,0,0,0,7,0,0,0
667589,2022,06,01,2022-06-01,13:33:00,3,OH,39,0,1.00,0,0,0,0,41.2200,-83.3200,41.2200,-83.3200,0,0,0,0,0,147,0,0,0
667590,2022,06,01,2022-06-01,13:35:00,3,NY,36,0,1.00,0,0,0,0,42.1300,-76.0200,42.1300,-76.0200,0,0,0,0,0,7,0,0,0
667591,2022,06,01,2022-06-01,13:37:00,3,NY,36,0,1.00,0,0,0,0,42.1300,-76.0500,42.1300,-76.0500,0,0,0,0,0,7,0,0,0
667592,2022,06,01,2022-06-01,13:43:00,3,NY,36,0,1.50,0,0,0,0,42.1100,-76.0300,42.1100,-76.0300,0,0,0,0,0,7,0,0,0
667593,2022,06,01,2022-06-01,13:45:00,3,NY,36,0,2.00,0,0,0,0,42.1200,-76.0400,42.1200,-76.0400,0,0,0,0,0,7,0,0,0
667594,2022,06,01,2022-06-01,13:45:00,3,NY,36,0,1.75,0,0,0,0,42.1000,-75.9900,42.1000,-75.9900,0,0,0,0,0,7,0,0,0
667595,2022,06,01,2022-06-01,13:45:00,3,NY,36,0,3.00,0,0,0,0,42.0933,-76.0051,42.0933,-76.0051,0,0,0,0,0,7,0,0,0
667596,2022,06,01,2022-06-01,13:48:00,3,NY,36,0,1.25,0,0,0,0,42.0800,-76.0500,42.0800,-76.0500,0,0,0,0,0,7,0,0,0
667597,2022,06,01,2022-06-01,13:51:00,3,NY,36,0,2.25,0,0,0,0,42.0800,-76.0000,42.0800,-76.0000,0,0,0,0,0,7,0,0,0
667598,2022,06,01,2022-06-01,13:51:00,3,NY,36,0,1.00,0,0,0,0,42.0800,-75.9500,42.0800,-75.9500,0,0,0,0,0,7,0,0,0
667599,2022,06,01,2022-06-01,13:51:00,3,NY,36,0,1.75,0,0,0,0,42.0900,-76.0000,42.0900,-76.0000,0,0,0,0,0,7,0,0,0
667600,2022,06,01,2022-06-01,13:56:00,3,NY,36,0,1.00,0,0,0,0,42.0900,-75.9100,42.0900,-75.9100,0,0,0,0,0,7,0,0,0
667601,2022,06,01,2022-06-01,14:04:00,3,NY,36,0,1.75,0,0,0,0,42.0200,-75.9200,42.0200,-75.9200,0,0,0,0,0,7,0,0,0
667602,2022,06,01,2022-06-01,14:44:00,3,OH,39,0,0.88,0,0,0,0,41.4181,-82.1445,41.4181,-82.1445,0,0,0,0,0,93,0,0,0
667603,2022,06,01,2022-06-01,15:23:00,3,OH,39,0,1.00,0,0,0,0,41.4627,-80.7458,41.4627,-80.7458,0,0,0,0,0,155,0,0,0
667604,2022,06,01,2022-06-01,15:30:00,3,NM,35,0,2.00,0,0,0,0,32.7886,-103.6769,32.7886,-103.6769,0,0,0,0,0,25,0,0,0
667605,2022,06,01,2022-06-01,15:44:00,3,NM,35,0,1.00,0,0,0,0,32.6200,-103.6300,32.6200,-103.6300,0,0,0,0,0,25,0,0,0
667606,2022,06,01,2022-06-01,15:48:00,3,OH,39,0,1.00,0,0,0,0,41.2401,-81.3459,41.2401,-81.3459,0,0,0,0,0,133,0,0,0
667607,2022,06,01,2022-06-01,15:50:00,3,NM,35,0,1.50,0,0,0,0,32.6730,-103.4273,32.6730,-103.4273,0,0,0,0,0,25,0,0,0
667608,2022,06,01,2022-06-01,16:25:00,3,IN,18,0,1.00,0,0,0,0,38.9300,-86.4400,38.9300,-86.4400,0,0,0,0,0,93,0,0,0
667609,2022,06,01,2022-06-01,16:33:00,3,TX,48,0,2.00,0,0,0,0,32.2497,-102.7800,32.2497,-102.7800,0,0,0,0,0,3,0,0,0
667610,2022,06,01,2022-06-01,16:35:00,3,TX,48,0,1.25,0,0,0,0,30.3600,-103.6300,30.3600,-103.6300,0,0,0,0,0,43,0,0,0
667611,2022,06,01,2022-06-01,16:44:00,3,PA,42,0,1.00,0,0,0,0,41.6423,-80.1512,41.6423,-80.1512,0,0,0,0,0,39,0,0,0
667612,2022,06,01,2022-06-01,16:50:00,3,PA,42,0,1.00,0,0,0,0,40.1300,-75.5200,40.1300,-75.5200,0,0,0,0,0,29,0,0,0
667613,2022,06,01,2022-06-01,16:55:00,3,OH,39,0,0.75,0,0,0,0,39.8898,-84.0423,39.8898,-84.0423,0,0,0,0,0,23,0,0,0
667614,2022,06,01,2022-06-01,17:07:00,3,OH,39,0,0.75,0,0,0,0,39.9445,-84.1992,39.9445,-84.1992,0,0,0,0,0,109,0,0,0
667615,2022,06,01,2022-06-01,17:15:00,3,IL,17,0,0.88,0,0,0,0,37.4500,-89.2700,37.4500,-89.2700,0,0,0,0,0,181,0,0,0
667616,2022,06,01,2022-06-01,17:16:00,3,IN,18,0,1.25,0,0,0,0,39.3100,-85.9700,39.3100,-85.9700,0,0,0,0,0,5,0,0,0
667617,2022,06,01,2022-06-01,17:38:00,3,TX,48,0,1.75,0,0,0,0,32.1700,-102.7800,32.1700,-102.7800,0,0,0,0,0,3,0,0,0
667618,2022,06,01,2022-06-01,17:55:00,3,TX,48,0,1.75,0,0,0,0,31.9800,-102.6200,31.9800,-102.6200,0,0,0,0,0,135,0,0,0
667619,2022,06,01,2022-06-01,18:01:00,3,IL,17,0,0.75,0,0,0,0,38.3800,-88.0500,38.3800,-88.0500,0,0,0,0,0,47,0,0,0
667620,2022,06,01,2022-06-01,18:46:00,3,OH,39,0,1.50,0,0,0,0,40.8800,-82.6500,40.8800,-82.6500,0,0,0,0,0,139,0,0,0
667621,2022,06,01,2022-06-01,19:00:00,3,PA,42,0,0.75,0,0,0,0,40.9400,-78.9900,40.9400,-78.9900,0,0,0,0,0,65,0,0,0
667622,2022,06,01,2022-06-01,19:05:00,3,TX,48,0,1.00,0,0,0,0,34.4700,-101.3000,34.4700,-101.3000,0,0,0,0,0,45,0,0,0
667623,2022,06,01,2022-06-01,20:28:00,3,TX,48,0,0.88,0,0,0,0,33.6700,-99.1800,33.6700,-99.1800,0,0,0,0,0,23,0,0,0
667624,2022,06,01,2022-06-01,20:37:00,3,KY,21,0,0.75,0,0,0,0,37.7700,-87.1200,37.7700,-87.1200,0,0,0,0,0,59,0,0,0
667625,2022,06,01,2022-06-01,20:59:00,3,TX,48,0,1.50,0,0,0,0,33.4800,-98.9900,33.4800,-98.9900,0,0,0,0,0,23,0,0,0
667626,2022,06,01,2022-06-01,21:51:00,3,TX,48,0,2.75,0,0,0,0,34.0302,-100.8077,34.0302,-100.8077,0,0,0,0,0,345,0,0,0
667627,2022,06,01,2022-06-01,21:56:00,3,TX,48,0,1.00,0,0,0,0,34.4000,-100.8800,34.4000,-100.8800,0,0,0,0,0,191,0,0,0
667628,2022,06,02,2022-06-02,12:42:00,3,MD,24,0,1.00,0,0,0,0,38.9892,-76.6697,38.9892,-76.6697,0,0,0,0,0,3,0,0,0
667629,2022,06,02,2022-06-02,13:15:00,3,TN,47,0,1.25,0,0,0,0,36.1500,-83.4200,36.1500,-83.4200,0,0,0,0,0,89,0,0,0
667630,2022,06,02,2022-06-02,13:30:00,3,VA,51,0,1.00,0,0,0,0,39.1397,-77.6125,39.1397,-77.6125,0,0,0,0,0,107,0,0,0
667631,2022,06,02,2022-06-02,13:35:00,3,VA,51,0,1.00,0,0,0,0,38.7597,-77.4301,38.7597,-77.4301,0,0,0,0,0,685,0,0,0
667632,2022,06,02,2022-06-02,13:45:00,3,VA,51,0,1.50,0,0,0,0,39.1316,-77.5303,39.1316,-77.5303,0,0,0,0,0,107,0,0,0
667633,2022,06,02,2022-06-02,13:50:00,3,MD,24,0,1.00,0,0,0,0,39.1090,-77.4699,39.1090,-77.4699,0,0,0,0,0,31,0,0,0
667634,2022,06,02,2022-06-02,14:01:00,3,MD,24,0,1.00,0,0,0,0,39.0983,-77.2997,39.0983,-77.2997,0,0,0,0,0,31,0,0,0
667635,2022,06,02,2022-06-02,14:04:00,3,NC,37,0,1.00,0,0,0,0,35.8280,-81.7240,35.8280,-81.7240,0,0,0,0,0,23,0,0,0
667636,2022,06,02,2022-06-02,14:11:00,3,MS,28,0,1.00,0,0,0,0,32.2793,-89.6846,32.2800,-89.6400,0,0,0,0,0,123,0,0,0
667637,2022,06,02,2022-06-02,14:30:00,3,SC,45,0,0.75,0,0,0,0,35.0670,-82.6100,35.0670,-82.6100,0,0,0,0,0,77,0,0,0
667638,2022,06,02,2022-06-02,15:01:00,3,MD,24,0,1.00,0,0,0,0,38.6705,-76.7198,38.6705,-76.7198,0,0,0,0,0,33,0,0,0
667639,2022,06,02,2022-06-02,15:59:00,3,MD,24,0,1.00,0,0,0,0,38.5500,-76.2300,38.5500,-76.2300,0,0,0,0,0,19,0,0,0
667640,2022,06,02,2022-06-02,16:11:00,3,DE,10,0,0.88,0,0,0,0,38.7400,-75.6000,38.7400,-75.6000,0,0,0,0,0,5,0,0,0
667641,2022,06,02,2022-06-02,16:21:00,3,NC,37,0,1.00,0,0,0,0,35.7800,-81.7500,35.7800,-81.7500,0,0,0,0,0,23,0,0,0
667642,2022,06,02,2022-06-02,17:25:00,3,NM,35,0,1.00,0,0,0,0,34.4200,-105.8900,34.4200,-105.8900,0,0,0,0,0,57,0,0,0
667643,2022,06,02,2022-06-02,17:25:00,3,NM,35,0,1.00,0,0,0,0,34.2600,-106.0900,34.2600,-106.0900,0,0,0,0,0,53,0,0,0
667644,2022,06,02,2022-06-02,18:30:00,3,NM,35,0,0.75,0,0,0,0,33.9200,-105.8000,33.9200,-105.8000,0,0,0,0,0,27,0,0,0
667645,2022,06,02,2022-06-02,18:34:00,3,TX,48,0,1.00,0,0,0,0,31.7938,-106.3948,31.7938,-106.3948,0,0,0,0,0,141,0,0,0
667646,2022,06,03,2022-06-03,00:26:00,3,TX,48,0,0.75,0,0,0,0,33.9200,-102.3200,33.9200,-102.3200,0,0,0,0,0,279,0,0,0
667647,2022,06,03,2022-06-03,12:16:00,3,SC,45,0,0.75,0,0,0,0,34.8300,-82.2500,34.8300,-82.2500,0,0,0,0,0,45,0,0,0
667648,2022,06,03,2022-06-03,12:18:00,3,SC,45,0,1.00,0,0,0,0,34.8200,-82.2300,34.8200,-82.2300,0,0,0,0,0,45,0,0,0
667649,2022,06,03,2022-06-03,12:25:00,3,NC,37,0,1.50,0,0,0,0,35.7200,-76.6400,35.7200,-76.6400,0,0,0,0,0,187,0,0,0
667650,2022,06,03,2022-06-03,12:35:00,3,SC,45,0,0.75,0,0,0,0,35.0500,-81.4100,35.0500,-81.4100,0,0,0,0,0,21,0,0,0
667651,2022,06,03,2022-06-03,12:35:00,3,SC,45,0,0.88,0,0,0,0,34.8000,-82.1200,34.8000,-82.1200,0,0,0,0,0,83,0,0,0
667652,2022,06,03,2022-06-03,12:50:00,3,SC,45,0,0.75,0,0,0,0,35.0120,-81.3360,35.0120,-81.3360,0,0,0,0,0,91,0,0,0
667653,2022,06,03,2022-06-03,14:15:00,3,SC,45,0,1.00,0,0,0,0,33.1600,-79.7200,33.1600,-79.7200,0,0,0,0,0,15,0,0,0
667654,2022,06,03,2022-06-03,14:18:00,3,NC,37,0,0.75,0,0,0,0,34.8350,-80.7890,34.8350,-80.7890,0,0,0,0,0,179,0,0,0
667655,2022,06,03,2022-06-03,14:20:00,3,SC,45,0,1.75,0,0,0,0,34.8372,-80.8065,34.8372,-80.8065,0,0,0,0,0,57,0,0,0
667656,2022,06,03,2022-06-03,14:20:00,3,SC,45,0,1.00,0,0,0,0,34.8000,-80.7700,34.8000,-80.7700,0,0,0,0,0,57,0,0,0
667657,2022,06,03,2022-06-03,14:25:00,3,SC,45,0,1.75,0,0,0,0,34.7750,-80.7310,34.7750,-80.7310,0,0,0,0,0,57,0,0,0
667658,2022,06,03,2022-06-03,14:50:00,3,NM,35,0,1.00,0,0,0,0,32.8800,-105.0500,32.8800,-105.0500,0,0,0,0,0,5,0,0,0
667659,2022,06,03,2022-06-03,14:59:00,3,NM,35,0,0.75,0,0,0,0,32.8700,-105.0100,32.8700,-105.0100,0,0,0,0,0,5,0,0,0
667660,2022,06,03,2022-06-03,15:25:00,3,SC,45,0,1.00,0,0,0,0,32.7000,-80.8500,32.7000,-80.8500,0,0,0,0,0,49,0,0,0
667661,2022,06,03,2022-06-03,15:25:00,3,SC,45,0,1.00,0,0,0,0,32.7000,-80.8500,32.7000,-80.8500,0,0,0,0,0,49,0,0,0
667662,2022,06,03,2022-06-03,15:25:00,3,WA,53,0,1.00,0,0,0,0,48.0700,-118.6800,48.0700,-118.6800,0,0,0,0,0,19,0,0,0
667663,2022,06,03,2022-06-03,15:26:00,3,WY,56,0,1.00,0,0,0,0,41.1800,-104.0700,41.1800,-104.0700,0,0,0,0,0,21,0,0,0
667664,2022,06,03,2022-06-03,15:50:00,3,NC,37,0,1.50,0,0,0,0,35.5100,-76.9200,35.5100,-76.9200,0,0,0,0,0,13,0,0,0
667665,2022,06,03,2022-06-03,16:30:00,3,WA,53,0,1.00,0,0,0,0,46.4000,-117.1000,46.4010,-117.0982,0,0,0,0,0,3,0,0,0
667666,2022,06,03,2022-06-03,16:55:00,3,WY,56,0,0.88,0,0,0,0,42.0500,-104.9700,42.0500,-104.9700,0,0,0,0,0,31,0,0,0
667667,2022,06,03,2022-06-03,17:01:00,3,CO,08,0,1.25,0,0,0,0,37.2200,-103.4500,37.2200,-103.4500,0,0,0,0,0,71,0,0,0
667668,2022,06,03,2022-06-03,17:12:00,3,CO,08,0,0.75,0,0,0,0,38.7700,-102.7800,38.7700,-102.7800,0,0,0,0,0,17,0,0,0
667669,2022,06,03,2022-06-03,17:12:00,3,CO,08,0,1.00,0,0,0,0,38.0700,-103.2400,38.0700,-103.2400,0,0,0,0,0,11,0,0,0
667670,2022,06,03,2022-06-03,17:18:00,3,NM,35,0,1.00,0,0,0,0,32.5800,-104.4700,32.5800,-104.4700,0,0,0,0,0,15,0,0,0
667671,2022,06,03,2022-06-03,17:22:00,3,CO,08,0,1.00,0,0,0,0,38.0700,-103.2200,38.0700,-103.2200,0,0,0,0,0,11,0,0,0
667672,2022,06,03,2022-06-03,17:30:00,3,CO,08,0,1.50,0,0,0,0,40.6000,-103.0900,40.6000,-103.0900,0,0,0,0,0,75,0,0,0
667673,2022,06,03,2022-06-03,17:33:00,3,CO,08,0,1.00,0,0,0,0,38.6900,-102.7800,38.6900,-102.7800,0,0,0,0,0,17,0,0,0
667674,2022,06,03,2022-06-03,17:36:00,3,NM,35,0,1.75,0,0,0,0,34.4400,-104.6100,34.4400,-104.6100,0,0,0,0,0,11,0,0,0
667675,2022,06,03,2022-06-03,17:41:00,3,CO,08,0,0.88,0,0,0,0,39.3000,-102.4200,39.3000,-102.4200,0,0,0,0,0,63,0,0,0
