om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
667346,2022,05,29,2022-05-29,03:20:00,3,SD,46,0,1.00,0,0,0,0,43.5300,-96.6600,43.5300,-96.6600,0,0,0,0,0,99,0,0,0
667347,2022,05,29,2022-05-29,03:24:00,3,SD,46,0,1.00,0,0,0,0,43.7000,-96.5100,43.7000,-96.5100,0,0,0,0,0,99,0,0,0
667348,2022,05,29,2022-05-29,03:28:00,3,IA,19,0,1.50,0,0,0,135000,43.3800,-96.4700,43.3800,-96.4700,0,0,0,0,0,119,0,0,0
667349,2022,05,29,2022-05-29,03:35:00,3,MN,27,0,1.00,0,0,0,157000,43.7800,-96.3000,43.7800,-96.3000,0,0,0,0,0,133,0,0,0
667350,2022,05,29,2022-05-29,04:23:00,3,MN,27,0,1.00,0,0,0,135000,43.6121,-95.6345,43.6121,-95.6345,0,0,0,0,0,105,0,0,0
667351,2022,05,29,2022-05-29,04:25:00,3,MN,27,0,0.88,0,0,0,0,44.1400,-95.6800,44.1400,-95.6800,0,0,0,0,0,101,0,0,0
667352,2022,05,29,2022-05-29,04:30:00,3,MN,27,0,1.75,0,0,0,0,43.6300,-95.5800,43.6300,-95.5800,0,0,0,0,0,105,0,0,0
667353,2022,05,29,2022-05-29,04:35:00,3,MN,27,0,1.00,0,0,0,0,44.2400,-95.6200,44.2400,-95.6200,0,0,0,0,0,83,0,0,0
667354,2022,05,29,2022-05-29,04:57:00,3,MN,27,0,1.25,0,0,0,202000,43.7100,-95.3200,43.7100,-95.3200,0,0,0,0,0,63,0,0,0
667355,2022,05,29,2022-05-29,05:05:00,3,MN,27,0,1.00,0,0,0,0,47.2700,-96.2000,47.2700,-96.2000,0,0,0,0,0,107,0,0,0
667356,2022,05,29,2022-05-29,05:20:00,3,MN,27,0,1.50,0,0,0,0,43.7200,-95.0300,43.7200,-95.0300,0,0,0,0,0,63,0,0,0
667357,2022,05,29,2022-05-29,05:30:00,3,MN,27,0,1.00,0,0,0,0,47.2500,-96.0100,47.2500,-96.0100,0,0,0,0,0,87,0,0,0
667358,2022,05,29,2022-05-29,05:40:00,3,MN,27,0,0.88,0,0,0,0,47.3100,-95.9700,47.3100,-95.9700,0,0,0,0,0,87,0,0,0
667359,2022,05,29,2022-05-29,06:20:00,3,MN,27,0,1.75,0,0,0,0,47.7700,-95.6200,47.7700,-95.6200,0,0,0,0,0,119,0,0,0
667360,2022,05,29,2022-05-29,06:20:00,3,MN,27,0,1.00,0,0,0,0,47.7800,-95.7000,47.7800,-95.7000,0,0,0,0,0,119,0,0,0
667361,2022,05,29,2022-05-29,06:25:00,3,MN,27,0,1.75,0,0,0,0,47.7700,-95.6200,47.7700,-95.6200,0,0,0,0,0,119,0,0,0
667362,2022,05,29,2022-05-29,06:32:00,3,MN,27,0,1.00,0,0,0,0,47.8300,-95.5300,47.8300,-95.5300,0,0,0,0,0,29,0,0,0
667363,2022,05,29,2022-05-29,09:20:00,3,MN,27,0,1.25,0,0,0,0,48.2000,-95.2500,48.2000,-95.2500,0,0,0,0,0,7,0,0,0
667364,2022,05,29,2022-05-29,12:15:00,3,MN,27,0,0.75,0,0,0,0,46.3900,-95.2600,46.3900,-95.2600,0,0,0,0,0,111,0,0,0
667365,2022,05,29,2022-05-29,13:00:00,3,FL,12,0,0.75,0,0,0,0,25.9500,-80.3400,25.9500,-80.3400,0,0,0,0,0,86,0,0,0
667366,2022,05,29,2022-05-29,13:08:00,3,FL,12,0,1.00,0,0,0,0,25.8800,-80.3500,25.8800,-80.3500,0,0,0,0,0,86,0,0,0
667367,2022,05,29,2022-05-29,14:25:00,3,MN,27,0,0.75,0,0,0,0,47.7100,-96.0100,47.7100,-96.0100,0,0,0,0,0,119,0,0,0
667368,2022,05,29,2022-05-29,14:30:00,3,MN,27,0,1.00,0,0,0,0,47.7900,-96.0000,47.7900,-96.0000,0,0,0,0,0,125,0,0,0
667369,2022,05,29,2022-05-29,15:35:00,3,MN,27,0,1.00,0,0,0,0,47.9400,-95.7800,47.9400,-95.7800,0,0,0,0,0,125,0,0,0
667370,2022,05,29,2022-05-29,15:45:00,3,MN,27,0,1.75,0,0,0,0,47.9400,-95.7400,47.9400,-95.7400,0,0,0,0,0,125,0,0,0
667371,2022,05,29,2022-05-29,16:55:00,3,FL,12,0,1.00,0,0,0,0,28.4000,-81.5000,28.4000,-81.5000,0,0,0,0,0,95,0,0,0
667372,2022,05,29,2022-05-29,17:20:00,3,NE,31,0,1.00,0,0,0,0,40.9500,-101.5400,40.9500,-101.5400,0,0,0,0,0,135,0,0,0
667373,2022,05,29,2022-05-29,17:25:00,3,MN,27,0,1.00,0,0,0,0,48.5500,-95.9900,48.5500,-95.9900,0,0,0,0,0,135,0,0,0
667374,2022,05,29,2022-05-29,17:54:00,3,NE,31,0,1.25,0,0,0,0,41.1600,-101.5900,41.1600,-101.5900,0,0,0,0,0,101,0,0,0
667375,2022,05,29,2022-05-29,18:43:00,3,NE,31,0,1.00,0,0,0,0,41.6000,-101.5100,41.6000,-101.5100,0,0,0,0,0,5,0,0,0
667376,2022,05,29,2022-05-29,19:29:00,3,NE,31,0,2.75,0,0,0,0,41.9000,-99.6200,41.9000,-99.6200,0,0,0,0,0,115,0,0,0
667377,2022,05,29,2022-05-29,19:32:00,3,FL,12,0,0.88,0,0,0,0,29.5500,-82.3300,29.5500,-82.3300,0,0,0,0,0,1,0,0,0
667378,2022,05,29,2022-05-29,19:40:00,3,ND,38,0,1.00,0,0,0,0,48.0800,-97.6900,48.0800,-97.6900,0,0,0,0,0,35,0,0,0
667379,2022,05,29,2022-05-29,19:53:00,3,MN,27,0,1.00,0,0,0,0,48.6100,-93.3500,48.6100,-93.3500,0,0,0,0,0,71,0,0,0
667380,2022,05,29,2022-05-29,20:02:00,3,NE,31,0,2.75,0,0,0,0,41.9400,-99.3800,41.9400,-99.3800,0,0,0,0,0,115,0,0,0
667381,2022,05,29,2022-05-29,20:02:00,3,NE,31,0,6.00,0,0,0,0,41.9500,-99.3700,41.9500,-99.3700,0,0,0,0,0,115,0,0,0
667382,2022,05,29,2022-05-29,20:10:00,3,NE,31,0,4.25,0,0,0,0,41.9300,-99.4700,41.9300,-99.4700,0,0,0,0,0,115,0,0,0
667383,2022,05,29,2022-05-29,20:15:00,3,ND,38,0,1.00,0,0,0,0,48.0100,-97.7100,48.0100,-97.7100,0,0,0,0,0,35,0,0,0
667384,2022,05,29,2022-05-29,20:15:00,3,NE,31,0,5.00,0,0,0,0,41.9900,-99.3000,41.9900,-99.3000,0,0,0,0,0,115,0,0,0
667385,2022,05,29,2022-05-29,20:19:00,3,NE,31,0,1.00,0,0,0,0,41.9800,-100.5700,41.9800,-100.5700,0,0,0,0,0,171,0,0,0
667386,2022,05,29,2022-05-29,20:25:00,3,NE,31,0,1.00,0,0,0,0,41.2300,-100.7700,41.2300,-100.7700,0,0,0,0,0,111,0,0,0
667387,2022,05,29,2022-05-29,20:32:00,3,SD,46,0,1.00,0,0,0,0,43.5700,-99.4600,43.5700,-99.4600,0,0,0,0,0,85,0,0,0
667388,2022,05,29,2022-05-29,21:05:00,3,ND,38,0,1.50,0,0,0,0,48.0100,-97.7100,48.0100,-97.7100,0,0,0,0,0,35,0,0,0
667389,2022,05,29,2022-05-29,21:06:00,3,NE,31,0,1.00,0,0,0,0,41.4200,-100.2700,41.4200,-100.2700,0,0,0,0,0,113,0,0,0
667390,2022,05,29,2022-05-29,21:40:00,3,ND,38,0,1.00,0,0,0,0,48.0600,-97.4300,48.0600,-97.4300,0,0,0,0,0,35,0,0,0
667391,2022,05,29,2022-05-29,21:55:00,3,NE,31,0,1.75,0,0,0,0,41.8300,-99.6000,41.8300,-99.6000,0,0,0,0,0,115,0,0,0
667392,2022,05,29,2022-05-29,22:10:00,3,NE,31,0,1.00,0,0,0,0,42.0600,-99.3800,42.0600,-99.3800,0,0,0,0,0,115,0,0,0
667393,2022,05,29,2022-05-29,22:41:00,3,NE,31,0,1.00,0,0,0,0,41.5284,-99.0258,41.5284,-99.0258,0,0,0,0,0,175,0,0,0
667394,2022,05,29,2022-05-29,22:50:00,3,NE,31,0,1.75,0,0,0,0,41.2900,-99.3800,41.2900,-99.3800,0,0,0,0,0,41,0,0,0
667395,2022,05,29,2022-05-29,23:02:00,3,NE,31,0,0.88,0,0,0,0,40.7800,-99.7300,40.7800,-99.7300,0,0,0,0,0,47,0,0,0
667396,2022,05,29,2022-05-29,23:20:00,3,NE,31,0,1.00,0,0,0,0,41.4300,-99.1686,41.4300,-99.1686,0,0,0,0,0,175,0,0,0
667397,2022,05,29,2022-05-29,23:22:00,3,SD,46,0,1.00,0,0,0,0,42.7900,-97.1200,42.7900,-97.1200,0,0,0,0,0,27,0,0,0
667398,2022,05,29,2022-05-29,23:33:00,3,NE,31,0,0.88,0,0,0,0,41.3800,-99.0100,41.3800,-99.0100,0,0,0,0,0,163,0,0,0
667399,2022,05,29,2022-05-29,23:36:00,3,NE,31,0,1.50,0,0,0,0,42.2600,-98.0300,42.2600,-98.0300,0,0,0,0,0,3,0,0,0
667400,2022,05,29,2022-05-29,23:41:00,3,SD,46,0,1.00,0,0,0,0,44.6600,-96.6200,44.6600,-96.6200,0,0,0,0,0,39,0,0,0
667401,2022,05,29,2022-05-29,23:42:00,3,NE,31,0,2.00,0,0,0,0,42.7200,-97.7400,42.7200,-97.7400,0,0,0,0,0,107,0,0,0
667402,2022,05,29,2022-05-29,23:54:00,3,SD,46,0,0.75,0,0,0,0,43.7100,-98.0200,43.7100,-98.0200,0,0,0,0,0,35,0,0,0
667403,2022,05,29,2022-05-29,23:54:00,3,SD,46,0,0.75,0,0,0,7000,43.6800,-98.0200,43.6800,-98.0200,0,0,0,0,0,35,0,0,0
667404,2022,05,29,2022-05-29,23:54:00,3,SD,46,0,0.75,0,0,0,0,43.6900,-98.0100,43.6900,-98.0100,0,0,0,0,0,35,0,0,0
667405,2022,05,30,2022-05-30,00:20:00,3,NE,31,0,1.00,0,0,0,0,40.0768,-101.5312,40.0768,-101.5312,0,0,0,0,0,57,0,0,0
667406,2022,05,30,2022-05-30,00:35:00,3,NE,31,0,1.00,0,0,0,0,40.1627,-101.5297,40.1627,-101.5297,0,0,0,0,0,57,0,0,0
667407,2022,05,30,2022-05-30,00:35:00,3,SD,46,0,1.00,0,0,0,120000,43.2400,-97.2900,43.2400,-97.2900,0,0,0,0,0,125,0,0,0
667408,2022,05,30,2022-05-30,00:47:00,3,SD,46,0,1.00,0,0,0,0,43.5300,-96.8400,43.5300,-96.8400,0,0,0,0,0,99,0,0,0
667409,2022,05,30,2022-05-30,01:02:00,3,SD,46,0,1.00,0,0,0,0,43.4300,-96.6900,43.4300,-96.6900,0,0,0,0,0,83,0,0,0
667410,2022,05,30,2022-05-30,01:02:00,3,SD,46,0,0.75,0,0,0,0,43.4200,-96.6900,43.4200,-96.6900,0,0,0,0,0,83,0,0,0
667411,2022,05,30,2022-05-30,01:25:00,3,SD,46,0,1.00,0,0,0,0,44.9300,-97.0200,44.9300,-97.0200,0,0,0,0,0,29,0,0,0
667412,2022,05,30,2022-05-30,02:06:00,3,MN,27,0,1.00,0,0,0,0,45.9200,-93.4800,45.9200,-93.4800,0,0,0,0,0,65,0,0,0
667413,2022,05,30,2022-05-30,02:06:00,3,MN,27,0,1.00,0,0,0,0,45.8802,-95.2928,45.8802,-95.2928,0,0,0,0,0,41,0,0,0
667414,2022,05,30,2022-05-30,02:34:00,3,SD,46,0,1.00,0,0,0,0,42.8800,-97.3600,42.8800,-97.3600,0,0,0,0,0,135,0,0,0
667415,2022,05,30,2022-05-30,03:00:00,3,MN,27,0,1.25,0,0,0,0,46.4100,-92.8000,46.4100,-92.8000,0,0,0,0,0,115,0,0,0
667416,2022,05,30,2022-05-30,03:15:00,3,MN,27,0,2.00,0,0,0,0,46.4600,-92.7600,46.4600,-92.7600,0,0,0,0,0,17,0,0,0
667417,2022,05,30,2022-05-30,03:16:00,3,MN,27,0,1.50,0,0,0,0,46.4500,-92.7700,46.4500,-92.7700,0,0,0,0,0,17,0,0,0
667418,2022,05,30,2022-05-30,03:19:00,3,MN,27,0,1.25,0,0,0,0,46.4500,-92.7700,46.4500,-92.7700,0,0,0,0,0,17,0,0,0
667419,2022,05,30,2022-05-30,03:23:00,3,MN,27,0,1.00,0,0,0,0,46.4600,-92.7600,46.4600,-92.7600,0,0,0,0,0,17,0,0,0
667420,2022,05,30,2022-05-30,03:23:00,3,MN,27,0,0.75,0,0,0,0,46.5100,-92.7800,46.5100,-92.7800,0,0,0,0,0,17,0,0,0
667421,2022,05,30,2022-05-30,03:24:00,3,MN,27,0,1.25,0,0,0,0,46.4800,-92.7000,46.4800,-92.7000,0,0,0,0,0,17,0,0,0
667422,2022,05,30,2022-05-30,03:37:00,3,MN,27,0,1.00,0,0,0,0,46.3300,-94.6500,46.3300,-94.6500,0,0,0,0,0,97,0,0,0
667423,2022,05,30,2022-05-30,03:40:00,3,MN,27,0,1.00,0,0,0,0,46.6200,-92.5600,46.6200,-92.5600,0,0,0,0,0,17,0,0,0
667424,2022,05,30,2022-05-30,03:41:00,3,MN,27,0,0.75,0,0,0,0,47.5000,-92.8900,47.5000,-92.8900,0,0,0,0,0,137,0,0,0
667425,2022,05,30,2022-05-30,03:45:00,3,MN,27,0,0.75,0,0,0,0,47.5000,-92.8900,47.5000,-92.8900,0,0,0,0,0,137,0,0,0
667426,2022,05,30,2022-05-30,03:46:00,3,MN,27,0,1.00,0,0,0,0,46.7200,-92.4600,46.7200,-92.4600,0,0,0,0,0,17,0,0,0
667427,2022,05,30,2022-05-30,03:46:00,3,MN,27,0,0.75,0,0,0,0,46.7200,-92.4500,46.7200,-92.4500,0,0,0,0,0,17,0,0,0
667428,2022,05,30,2022-05-30,03:47:00,3,MN,27,0,1.00,0,0,0,0,46.7100,-92.4500,46.7100,-92.4500,0,0,0,0,0,17,0,0,0
667429,2022,05,30,2022-05-30,03:48:00,3,MN,27,0,0.75,0,0,0,0,46.7400,-92.4500,46.7400,-92.4500,0,0,0,0,0,17,0,0,0
667430,2022,05,30,2022-05-30,03:59:00,3,MN,27,0,1.00,0,0,0,0,46.8500,-92.3200,46.8500,-92.3200,0,0,0,0,0,137,0,0,0
667431,2022,05,30,2022-05-30,04:00:00,3,MN,27,0,1.00,0,0,0,0,46.8600,-92.2900,46.8600,-92.2900,0,0,0,0,0,137,0,0,0
667432,2022,05,30,2022-05-30,04:05:00,3,MN,27,0,1.25,0,0,0,0,46.8300,-92.3100,46.8300,-92.3100,0,0,0,0,0,137,0,0,0
667433,2022,05,30,2022-05-30,04:15:00,3,MN,27,0,2.00,0,0,5000,0,47.6600,-92.2000,47.6600,-92.2000,0,0,0,0,0,137,0,0,0
667434,2022,05,30,2022-05-30,05:59:00,3,MN,27,0,1.00,0,0,0,0,47.7500,-90.3500,47.7500,-90.3500,0,0,0,0,0,31,0,0,0
667435,2022,05,30,2022-05-30,06:30:00,3,MN,27,0,1.00,0,0,0,0,47.8500,-89.9300,47.8500,-89.9300,0,0,0,0,0,31,0,0,0
667436,2022,05,30,2022-05-30,06:40:00,3,NE,31,0,1.50,0,0,1000,0,41.0200,-100.3700,41.0200,-100.3700,0,0,0,0,0,111,0,0,0
667437,2022,05,30,2022-05-30,06:50:00,3,NE,31,0,1.75,0,0,0,0,41.0000,-100.3900,41.0000,-100.3900,0,0,0,0,0,111,0,0,0
667438,2022,05,30,2022-05-30,07:17:00,3,NE,31,0,1.00,0,0,0,0,41.3400,-100.0800,41.3400,-100.0800,0,0,0,0,0,41,0,0,0
667439,2022,05,30,2022-05-30,10:29:00,3,NE,31,0,1.00,0,0,0,0,42.6200,-98.6500,42.6200,-98.6500,0,0,0,0,0,89,0,0,0
667440,2022,05,30,2022-05-30,10:30:00,3,NE,31,0,0.75,0,0,0,0,41.3307,-98.3391,41.3307,-98.3391,0,0,0,0,0,93,0,0,0
667441,2022,05,30,2022-05-30,11:12:00,3,NE,31,0,1.00,0,0,0,0,42.7500,-98.2000,42.7500,-98.2000,0,0,0,0,0,107,0,0,0
667442,2022,05,30,2022-05-30,11:16:00,3,SD,46,0,0.88,0,0,0,88000,44.3600,-97.3800,44.3600,-97.3800,0,0,0,0,0,77,0,0,0
667443,2022,05,30,2022-05-30,11:40:00,3,SD,46,0,1.00,0,0,0,0,44.6000,-97.2600,44.6000,-97.2600,0,0,0,0,0,57,0,0,0
667444,2022,05,30,2022-05-30,11:50:00,3,SD,46,0,0.88,0,0,0,0,43.1400,-97.9200,43.1400,-97.9200,0,0,0,0,0,9,0,0,0
667445,2022,05,30,2022-05-30,11:52:00,3,SD,46,0,0.88,0,0,0,0,43.0100,-98.0700,43.0100,-98.0700,0,0,0,0,0,9,0,0,0
667446,2022,05,30,2022-05-30,12:03:00,3,KS,20,0,0.75,0,0,0,0,39.5242,-101.9311,39.5242,-101.9311,0,0,0,0,0,181,0,0,0
667447,2022,05,30,2022-05-30,12:06:00,3,KS,20,0,0.88,0,0,0,0,39.4799,-101.8924,39.4799,-101.8924,0,0,0,0,0,181,0,0,0
667448,2022,05,30,2022-05-30,12:25:00,3,SD,46,0,1.00,0,0,0,0,44.7600,-97.3800,44.7600,-97.3800,0,0,0,0,0,57,0,0,0
667449,2022,05,30,2022-05-30,12:40:00,3,SD,46,0,0.75,0,0,0,92000,44.0100,-97.5300,44.0100,-97.5300,0,0,0,0,0,97,0,0,0
667450,2022,05,30,2022-05-30,12:45:00,3,MN,27,0,1.00,0,0,0,0,45.3600,-96.3300,45.3600,-96.3300,0,0,0,0,0,11,0,0,0
667451,2022,05,30,2022-05-30,12:56:00,3,MN,27,0,0.88,0,0,0,0,45.5900,-96.2900,45.5900,-96.2900,0,0,0,0,0,11,0,0,0
667452,2022,05,30,2022-05-30,12:57:00,3,SD,46,0,1.00,0,0,0,0,45.3300,-96.7700,45.3300,-96.7700,0,0,0,0,0,109,0,0,0
667453,2022,05,30,2022-05-30,13:05:00,3,MN,27,0,1.00,0,0,0,0,45.7400,-96.2200,45.7400,-96.2200,0,0,0,0,0,149,0,0,0
667454,2022,05,30,2022-05-30,13:06:00,3,SD,46,0,1.00,0,0,0,22000,44.0400,-97.2800,44.0400,-97.2800,0,0,0,0,0,79,0,0,0
667455,2022,05,30,2022-05-30,13:10:00,3,MN,27,0,1.00,0,0,0,0,45.8300,-96.0600,45.8300,-96.0600,0,0,0,0,0,51,0,0,0
667456,2022,05,30,2022-05-30,13:12:00,3,SD,46,0,1.00,0,0,0,0,44.9000,-97.1100,44.9000,-97.1100,0,0,0,0,0,29,0,0,0
667457,2022,05,30,2022-05-30,13:44:00,3,SD,46,0,0.75,0,0,0,55000,43.5300,-96.8400,43.5300,-96.8400,0,0,0,0,0,99,0,0,0
667458,2022,05,30,2022-05-30,13:45:00,3,SD,46,0,2.00,0,0,0,0,43.5100,-96.7700,43.5100,-96.7700,0,0,0,0,0,99,0,0,0
667459,2022,05,30,2022-05-30,13:45:00,3,SD,46,0,1.50,0,0,0,0,43.4800,-96.7800,43.4800,-96.7800,0,0,0,0,0,83,0,0,0
667460,2022,05,30,2022-05-30,13:46:00,3,SD,46,0,1.50,0,0,0,0,43.5100,-96.7900,43.5100,-96.7900,0,0,0,0,0,99,0,0,0
667461,2022,05,30,2022-05-30,13:47:00,3,SD,46,0,1.00,0,0,0,0,43.4300,-96.7100,43.4300,-96.7100,0,0,0,0,0,83,0,0,0
667462,2022,05,30,2022-05-30,13:47:00,3,SD,46,0,0.75,0,0,0,0,43.5100,-96.7800,43.5100,-96.7800,0,0,0,0,0,99,0,0,0
667463,2022,05,30,2022-05-30,13:48:00,3,SD,46,0,1.00,0,0,0,0,43.5200,-96.7900,43.5200,-96.7900,0,0,0,0,0,99,0,0,0
667464,2022,05,30,2022-05-30,13:50:00,3,SD,46,0,1.00,0,0,0,0,43.5100,-96.7800,43.5100,-96.7800,0,0,0,0,0,99,0,0,0
667465,2022,05,30,2022-05-30,13:53:00,3,SD,46,0,1.00,0,0,0,0,43.5900,-96.7300,43.5900,-96.7300,0,0,0,0,0,99,0,0,0
667466,2022,05,30,2022-05-30,13:58:00,3,SD,46,0,1.00,0,0,0,0,45.4100,-96.6200,45.4100,-96.6200,0,0,0,0,0,109,0,0,0
667467,2022,05,30,2022-05-30,14:05:00,3,SD,46,0,1.25,0,0,0,0,43.5500,-96.6300,43.5500,-96.6300,0,0,0,0,0,99,0,0,0
667468,2022,05,30,2022-05-30,14:05:00,3,SD,46,0,1.00,0,0,0,0,43.5400,-96.6200,43.5400,-96.6200,0,0,0,0,0,99,0,0,0
667469,2022,05,30,2022-05-30,14:07:00,3,MN,27,0,1.50,0,0,0,0,45.6300,-96.2600,45.6300,-96.2600,0,0,0,0,0,155,0,0,0
667470,2022,05,30,2022-05-30,14:07:00,3,SD,46,0,1.00,0,0,0,0,43.5900,-96.5900,43.5900,-96.5900,0,0,0,0,0,99,0,0,0
667471,2022,05,30,2022-05-30,14:25:00,3,MN,27,0,0.88,0,0,0,0,45.6900,-96.5400,45.6900,-96.5400,0,0,0,0,0,155,0,0,0
667472,2022,05,30,2022-05-30,14:29:00,3,MN,27,0,0.88,0,0,0,90000,43.8500,-96.4000,43.8500,-96.4000,0,0,0,0,0,117,0,0,0
667473,2022,05,30,2022-05-30,14:29:00,3,MN,27,0,0.75,0,0,0,0,44.0000,-96.3200,44.0000,-96.3200,0,0,0,0,0,117,0,0,0
667474,2022,05,30,2022-05-30,14:55:00,3,IA,19,0,0.88,0,0,0,0,42.8200,-95.8000,42.8200,-95.8000,0,0,0,0,0,35,0,0,0
667475,2022,05,30,2022-05-30,15:15:00,3,MN,27,0,1.75,0,0,0,0,45.6100,-95.5500,45.6100,-95.5500,0,0,0,0,0,121,0,0,0
667476,2022,05,30,2022-05-30,15:15:00,3,IA,19,0,1.25,0,0,0,0,43.1800,-95.4800,43.1800,-95.4800,0,0,0,0,0,141,0,0,0
667477,2022,05,30,2022-05-30,15:20:00,3,MN,27,0,2.00,0,0,0,0,45.8600,-95.5300,45.8600,-95.5300,0,0,0,0,0,41,0,0,0
667478,2022,05,30,2022-05-30,15:20:00,3,MN,27,0,1.50,0,0,0,0,45.8500,-95.5200,45.8500,-95.5200,0,0,0,0,0,41,0,0,0
667479,2022,05,30,2022-05-30,15:28:00,3,MN,27,0,1.00,0,0,0,0,44.2400,-95.6100,44.2400,-95.6100,0,0,0,0,0,83,0,0,0
667480,2022,05,30,2022-05-30,15:35:00,3,IA,19,0,1.25,0,0,0,0,43.4500,-95.3200,43.4500,-95.3200,0,0,0,0,0,59,0,0,0
667481,2022,05,30,2022-05-30,15:43:00,3,IA,19,0,0.75,0,0,0,0,43.2700,-95.2600,43.2700,-95.2600,0,0,0,0,0,59,0,0,0
667482,2022,05,30,2022-05-30,15:45:00,3,MN,27,0,1.00,0,0,0,0,43.6400,-95.2000,43.6400,-95.2000,0,0,0,0,0,63,0,0,0
667483,2022,05,30,2022-05-30,15:52:00,3,IA,19,0,1.75,0,0,0,0,43.4300,-95.1800,43.4300,-95.1800,0,0,0,0,0,59,0,0,0
667484,2022,05,30,2022-05-30,16:05:00,3,MN,27,0,1.00,0,0,0,0,43.6200,-94.9900,43.6200,-94.9900,0,0,0,0,0,63,0,0,0
667485,2022,05,30,2022-05-30,16:20:00,3,MN,27,0,1.50,0,0,0,0,46.4000,-95.0200,46.4000,-95.0200,0,0,0,0,0,159,0,0,0
667486,2022,05,30,2022-05-30,16:24:00,3,MN,27,0,1.00,0,0,0,0,46.9500,-94.5900,46.9500,-94.5900,0,0,0,0,0,21,0,0,0
667487,2022,05,30,2022-05-30,16:25:00,3,MN,27,0,1.00,0,0,0,0,46.4469,-94.8898,46.4469,-94.8898,0,0,0,0,0,159,0,0,0
667488,2022,05,30,2022-05-30,16:44:00,3,SD,46,0,0.88,0,0,0,0,43.0100,-97.1100,43.0100,-97.1100,0,0,0,0,0,27,0,0,0
667489,2022,05,30,2022-05-30,16:46:00,3,SD,46,0,1.50,0,0,0,0,43.0100,-97.1100,43.0100,-97.1100,0,0,0,0,0,27,0,0,0
667490,2022,05,30,2022-05-30,16:50:00,3,SD,46,0,1.25,0,0,0,0,43.0400,-97.0800,43.0400,-97.0800,0,0,0,0,0,27,0,0,0
667491,2022,05,30,2022-05-30,16:57:00,3,IA,19,0,1.00,0,0,0,0,42.8700,-94.1800,42.8700,-94.1800,0,0,0,0,0,91,0,0,0
667492,2022,05,30,2022-05-30,16:58:00,3,MN,27,0,1.50,0,0,0,0,44.5500,-94.3700,44.5500,-94.3700,0,0,0,0,0,143,0,0,0
667493,2022,05,30,2022-05-30,17:07:00,3,KS,20,0,1.00,0,0,0,0,39.3400,-95.7200,39.3400,-95.7200,0,0,0,0,0,85,0,0,0
667494,2022,05,30,2022-05-30,17:16:00,3,KS,20,0,1.00,0,0,0,0,39.4100,-95.6800,39.4100,-95.6800,0,0,0,0,0,85,0,0,0
667495,2022,05,30,2022-05-30,17:20:00,3,MN,27,0,0.88,0,0,0,0,46.9800,-94.1200,46.9800,-94.1200,0,0,0,0,0,21,0,0,0
667496,2022,05,30,2022-05-30,17:25:00,3,GA,13,0,0.75,0,0,0,0,30.9600,-83.3500,30.9600,-83.3500,0,0,0,0,0,185,0,0,0
667497,2022,05,30,2022-05-30,17:27:00,3,MN,27,0,1.25,0,0,0,0,44.9700,-94.0500,44.9700,-94.0500,0,0,0,0,0,85,0,0,0
667498,2022,05,30,2022-05-30,17:28:00,3,KS,20,0,1.50,0,0,0,0,39.5600,-95.5200,39.5600,-95.5200,0,0,0,0,0,5,0,0,0
667499,2022,05,30,2022-05-30,17:37:00,3,MN,27,0,1.75,0,0,0,0,45.1700,-93.8800,45.1700,-93.8800,0,0,0,0,0,171,0,0,0
667500,2022,05,30,2022-05-30,17:40:00,3,KS,20,0,1.00,0,0,0,0,38.3700,-96.5400,38.3700,-96.5400,0,0,0,0,0,17,0,0,0
667501,2022,05,30,2022-05-30,17:41:00,3,KS,20,0,1.00,0,0,0,0,38.3900,-96.5400,38.3900,-96.5400,0,0,0,0,0,17,0,0,0
667502,2022,05,30,2022-05-30,17:50:00,3,MN,27,0,1.00,0,0,0,0,45.3200,-93.7600,45.3200,-93.7600,0,0,0,0,0,141,0,0,0
667503,2022,05,30,2022-05-30,17:55:00,3,MN,27,0,1.50,0,0,0,0,47.6200,-93.6900,47.6200,-93.6900,0,0,0,0,0,61,0,0,0
667504,2022,05,30,2022-05-30,18:00:00,3,MN,27,0,1.75,0,0,0,0,45.4500,-93.5900,45.4500,-93.5900,0,0,0,0,0,141,0,0,0
667505,2022,05,30,2022-05-30,18:00:00,3,MN,27,0,0.75,0,0,0,0,47.1500,-93.5000,47.1500,-93.5000,0,0,0,0,0,61,0,0,0
667506,2022,05,30,2022-05-30,18:01:00,3,MN,27,0,1.00,0,0,0,0,45.3300,-93.4700,45.3300,-93.4700,0,0,0,0,0,3,0,0,0
667507,2022,05,30,2022-05-30,18:01:00,3,MN,27,0,1.00,0,0,0,0,47.2900,-93.4300,47.2900,-93.4300,0,0,0,0,0,61,0,0,0
667508,2022,05,30,2022-05-30,18:14:00,3,MN,27,0,1.25,0,0,0,0,45.4700,-93.3500,45.4700,-93.3500,0,0,0,0,0,59,0,0,0
667509,2022,05,30,2022-05-30,18:33:00,3,KS,20,0,1.00,0,0,0,0,38.3900,-96.5400,38.3900,-96.5400,0,0,0,0,0,17,0,0,0
667510,2022,05,30,2022-05-30,18:55:00,3,KS,20,0,1.00,0,0,0,0,38.3200,-96.1400,38.3200,-96.1400,0,0,0,0,0,111,0,0,0
